model_no,type,speed,kit_size,size_per_stick,first_word_latency,cas_latency,color
57377,,1333,2,4,13.503,9,Black / Silver
57378,,1333,2,2,13.503,9,Black / Silver
57379,,1333,3,2,13.503,9,Black / Silver
57380,,1333,1,2,13.503,9,Black / Silver
57381,,1333,1,4,13.503,9,Black / Blue
57382,,1600,1,4,11.25,9,Black / Blue
57383,,1600,1,4,10,8,Black / Silver
57384,,1600,2,2,12.5,10,Black / Silver
57385,,2000,3,2,10,10,Black / Silver
57386,,1600,3,2,12.5,10,Black / Silver
57387,,1600,1,2,12.5,10,Black / Silver
57388,,1600,2,2,10,8,Black / Silver
57389,,1600,2,4,8.75,7,Black / Red
57390,,2200,4,4,8.182,9,Black / Red
57391,,2000,3,4,9,9,Black / Silver
57392,,1600,2,2,11.25,9,Black / Blue
57393,,1600,1,4,12.5,10,Black / Silver
57394,,1333,3,1,13.503,9,Black / Silver
57395,,1333,1,4,13.503,9,Black / Silver
57396,,1333,1,1,13.503,9,Black / Silver
57397,,1600,2,1,12.5,10,Black / Silver
57398,,1600,3,1,12.5,10,Black / Silver
57399,,1600,3,4,11.25,9,Black
57400,,2133,2,4,8.439,9,Red
57401,,1600,2,4,8.75,7,Red
57402,,1600,3,4,8.75,7,Red
57403,,1600,2,4,10,8,Black
57404,,1600,3,4,10,8,Black
57405,,2133,2,4,8.439,9,Red
57406,,1600,2,4,12.5,10,Black / Silver
57407,,2000,2,4,9,9,Black
57408,,1333,3,4,13.503,9,Black / Silver
57409,,1600,1,4,11.25,9,Black
57410,,2000,2,4,9,9,Black
57411,,1600,2,2,11.25,9,Black / Silver
57412,,1600,2,4,11.25,9,Black
57413,,1600,3,4,11.25,9,Black / Red
57414,,1600,2,2,11.25,9,Gray / Silver
57415,,1333,2,1,13.503,9,Black / Silver
57416,,1333,3,4,13.503,9,Green
57417,,1600,3,2,10,8,Black / Orange
57418,,1600,2,2,11.25,9,Black / Silver
57419,,1600,3,2,11.25,9,Black / Silver
57420,,1600,3,4,8.75,7,Red
57421,,1600,3,4,10,8,Black
57422,,1600,2,4,10,8,Black
57423,,1866,2,4,9.646,9,Black / Silver
57424,,1333,2,4,13.503,9,Green
57425,,1333,1,4,13.503,9,Green
57426,,2800,1,2,12.5,5,Green
57427,,1066,1,2,13.133,7,Green
57428,,1333,1,2,13.503,9,Green
57429,,1333,1,4,13.503,9,Green
57430,,2667,2,2,14.993,5,Green
57431,,1333,1,2,13.503,9,Green
57432,,2667,1,2,14.993,5,Green
57433,,1333,2,2,13.503,9,Green
57434,,1333,2,4,13.503,9,Green
57435,,2667,1,4,14.993,5,Green
57436,,2800,2,1,15,6,Green
57437,,2667,2,1,14.993,5,Green
57438,,2800,1,4,15,6,Green
57439,,1333,1,2,13.503,9,Green
57440,,1333,1,4,13.503,9,Green
57441,,2800,2,4,15,6,Green
57442,,1066,2,4,13.133,7,Green
57443,,2667,1,2,14.993,5,Green
57444,,1066,2,1,13.133,7,Green
57445,,2533,1,1,15.009,4,Green
57446,,1333,2,2,13.503,9,Green
57447,,2533,2,1,15.009,4,Green
57448,,2533,1,2,15.009,4,Green
57449,,2667,2,2,14.993,5,Green
57450,,2667,1,1,14.993,5,Green
57451,,2800,1,2,15,6,Green
57452,,1333,2,4,13.503,9,Green
57453,,2800,1,4,15,6,Green
57454,,2667,1,2,14.993,5,Black / Silver
57455,,2533,1,1,15.009,4,Green
57456,,2667,1,2,14.993,5,Green
57457,,2667,1,2,11.994,4,Green
57458,,2667,2,2,11.994,4,Green
57459,,2533,1,2,15.009,4,Black / Silver
57460,,2533,1,2,15.009,4,Green
57461,,1066,2,2,13.133,7,Green
57462,,2667,2,1,14.993,5,Green
57463,,2533,2,1,15.009,4,Green
57464,,2800,2,1,12.5,5,Green
57465,,2667,1,4,14.993,5,Green
57466,,2800,1,1,12.5,5,Green
57467,,2667,2,2,14.993,5,Green
57468,,2667,1,1,11.994,4,Green
57469,,2667,1,1,14.993,5,Green
57470,,1333,1,4,13.503,9,Green
57471,,1066,1,4,13.133,7,Green
57472,,1333,1,2,13.503,9,Green
57473,,2800,2,2,12.5,5,Green
57474,,1066,1,2,13.133,7,Green
57475,,1333,1,2,13.503,9,Green
57476,,1333,2,2,13.503,9,Green
57477,,2667,2,1,11.994,4,Green
57478,,1333,1,4,13.503,9,Green
57479,,1333,2,2,13.503,9,Green
57480,,2667,2,4,14.993,5,Green
57481,,2667,1,2,14.993,5,Green
57482,,2800,1,2,12.5,5,Green
57483,,2533,2,1,15.009,4,Green
57484,,1066,1,2,13.133,7,Green
57485,,1333,1,4,13.503,9,Green
57486,,2533,1,2,11.257,3,Blue / White
57487,,2667,1,2,14.993,5,Green
57488,,2800,1,2,15,6,Green
57489,,2800,1,2,12.5,5,Green
57490,,2667,1,1,14.993,5,Green
57491,,1066,2,4,13.133,7,Green
57492,,2667,2,1,14.993,5,Green
57493,,1600,2,2,11.25,9,Gray / Silver
57494,,1600,2,4,11.25,9,Gray / Silver
57495,,1866,2,2,11.79,11,Gray / Silver
57496,,1866,2,4,11.79,11,Gray / Silver
57497,,1066,1,2,13.133,7,Green
57498,,1066,2,2,13.133,7,Green
57499,,1333,2,4,13.503,9,Green
57500,,2800,1,1,12.5,5,Green
57501,,2667,1,2,14.993,5,Green
57502,,2533,1,1,15.009,4,Green
57503,,1333,1,2,13.503,9,Green
57504,,2800,2,1,15,6,Green
57505,,2800,2,2,10,4,Blue / White
57506,,2667,1,1,14.993,5,Green
57507,,2800,1,1,12.5,5,Green
57508,,2800,2,2,15,6,Green
57509,,2800,2,2,12.5,5,Blue / White
57510,,2667,2,2,14.993,5,Green
57511,,1333,2,2,10.503,7,Blue / Silver
57512,,2667,2,2,14.993,5,Green
57513,,1333,1,2,13.503,9,Green
57514,,2533,2,1,15.009,4,Green
57515,,2800,2,2,12.5,5,Green
57516,,2800,1,1,15,6,Green
57517,,2667,2,1,14.993,5,Green
57518,,2667,2,2,11.994,4,Blue / White
57519,,2533,1,1,15.009,4,Green
57520,,2667,2,1,11.994,4,Blue / Silver
57521,,2800,2,4,15,6,Green
57522,,1333,1,2,13.503,9,Green
57523,,2667,2,2,14.993,5,Green
57524,,1066,2,2,13.133,7,Green
57525,,1600,2,4,13.75,11,Green
57526,,1600,2,2,13.75,11,Green
57527,,2533,1,1,15.009,4,Green
57528,,1333,1,4,13.503,9,Black
57529,,2667,1,4,14.993,5,Green
57530,,1600,1,2,13.75,11,Green
57531,,2800,1,2,12.5,5,Green
57532,,2800,1,4,15,6,Green
57533,,2800,1,2,15,6,Black
57534,,2667,1,1,14.993,5,Green
57535,,2667,1,2,14.993,5,Green
57536,,1066,2,4,13.133,7,Green
57537,,2667,2,1,14.993,5,Green
57538,,2667,1,1,14.993,5,Green
57539,,1333,2,4,13.503,9,Green
57540,,1600,1,4,13.75,11,Green
57541,,2667,1,2,11.994,4,Green
57542,,2667,2,2,11.994,4,Green
57543,,2667,1,2,14.993,5,Blue
57544,,2667,2,2,14.993,5,Blue
57545,,1333,1,4,13.503,9,Green
57546,,2800,1,1,15,6,Black
57547,,2667,2,1,11.994,4,Green
57548,,1600,2,4,8.75,7,Red
57549,,1600,3,4,8.75,7,Black / Red
57550,,1600,3,4,12.5,10,Black / Silver
57551,,2000,3,4,9,9,Black
57552,,1333,2,2,13.503,9,Green
57553,,1600,1,2,11.25,9,Black / Silver
57554,,1600,3,4,11.25,9,Black / Silver
57555,,1066,1,4,13.133,7,Green
57556,,2667,2,2,14.993,5,Black / Silver
57557,,2667,2,4,14.993,5,Green
57558,,1866,2,2,9.646,9,Blue / Silver
57559,,1600,3,2,10,8,Black / Silver
57560,,2800,1,1,12.5,5,Blue / Silver
57561,,2800,1,2,15,6,Green
57562,,1333,2,2,13.503,9,Green
57563,,2667,1,2,14.993,5,Green
57564,,2800,2,2,12.5,5,Green
57565,,1333,2,2,13.503,9,Black
57566,,1600,1,4,11.25,9,Gray / Silver
57567,,1866,2,4,9.646,9,Black / Red
57568,,1600,2,4,11.25,9,Black / Red
57569,,1600,2,4,11.25,9,Black / Yellow
57570,,1600,3,4,11.25,9,Black / Yellow
57571,,1600,2,4,8.75,7,Black / Yellow
57572,,1600,2,4,11.25,9,Gray / Silver
57573,,1600,3,4,11.25,9,Gray / Silver
57574,,1333,2,1,10.503,7,Green / Silver
57575,,2800,2,2,12.5,5,Silver
57576,,1600,3,4,8.75,7,Black / Yellow
57577,,2667,1,2,14.993,5,Silver
57578,,1866,2,4,9.646,9,Red
57579,,1333,2,4,13.503,9,Green
57580,,1600,2,2,10,8,Green
57581,,1333,2,2,13.503,9,Green
57582,,1333,2,2,10.503,7,Green
57583,,1600,2,2,11.25,9,Green
57584,,1333,2,2,13.503,9,Black
57585,,1333,1,4,13.503,9,Green
57586,,1333,2,4,13.503,9,Green
57587,,1333,1,4,13.503,9,Green
57588,,1600,2,4,11.25,9,Black
57589,,2000,3,4,9,9,Black
57590,,1600,2,2,11.25,9,Black / Blue
57591,,1333,1,4,13.503,9,Green
57592,,1333,2,4,13.503,9,Green
57593,,1866,2,2,9.646,9,Black / Blue
57594,,2667,1,2,14.993,5,Green
57595,,2800,1,4,15,6,Green
57596,,1333,1,2,13.503,9,Black
57597,,1333,2,4,13.503,9,Black
57598,,2800,1,2,15,6,Green
57599,,1866,3,4,9.646,9,Blue / Silver
57600,,1600,1,2,13.75,11,Green
57601,,1600,1,4,13.75,11,Green
57602,,1333,2,2,13.503,9,Green
57603,,1600,3,2,8.75,7,Red / Silver
57604,,1600,2,2,10,8,Black / Silver
57605,,1600,3,2,10,8,Black / Silver
57606,,1600,2,4,10,8,Black / Silver
57607,,1600,3,4,10,8,Black / Red
57608,,1600,2,2,8.75,7,Red / Silver
57609,,1333,2,4,13.503,9,Black / Silver
57610,,1600,4,4,11.25,9,Black / Blue
57611,,1600,2,4,11.25,9,Black / Silver
57612,,1866,3,2,9.646,9,Black / Silver
57613,,1866,2,2,9.646,9,Black / Silver
57614,,1333,2,4,13.503,9,Green
57615,,1333,3,2,13.503,9,Green
57616,,1600,1,2,10,8,Black / Silver
57617,,1600,2,2,10,8,Black / Silver
57618,,2133,1,2,8.439,9,Black / Silver
57619,,1600,2,2,13.75,11,Black
57620,,1600,1,2,13.75,11,Black
57621,,1600,1,4,13.75,11,Black
57622,,1600,3,2,10,8,Black / Silver
57623,,2000,1,4,9,9,Black / Silver
57624,,1600,2,4,12.5,10,Black / Red
57625,,1600,1,4,12.5,10,Black / Red
57626,,1333,1,2,13.503,9,Green
57627,,1600,1,2,13.75,11,Green
57628,,1333,2,2,13.503,9,Green
57629,,1333,3,2,13.503,9,Green
57630,,1333,3,4,13.503,9,Green
57631,,1600,2,2,13.75,11,Black
57632,,1333,2,8,13.503,9,Black / Silver
57633,,1333,1,2,13.503,9,Green
57634,,1600,2,4,8.75,7,Black / Red
57635,,1600,2,2,10,8,Black / Gold
57636,,1866,2,4,9.646,9,Black / Green
57637,,1333,1,8,13.503,9,Green
57638,,1600,1,4,11.25,9,Black / White
57639,,1600,2,4,11.25,9,Black / Silver
57640,,1333,2,4,13.503,9,Green
57641,,1866,2,4,9.646,9,Blue
57642,,1600,2,2,13.75,11,Green
57643,,1333,1,8,13.503,9,Green
57644,,1333,3,4,13.503,9,Green
57645,,1866,2,4,9.646,9,Black / Yellow
57646,,1333,2,2,13.503,9,Black / Orange
57647,,1333,2,4,13.503,9,Black / Orange
57648,,1333,1,2,13.503,9,Black / Silver
57649,,1600,1,2,11.25,9,Black / Silver
57650,,1333,2,2,13.503,9,Black / Silver
57651,,1333,4,4,13.503,9,Black / Orange
57652,,1600,4,4,11.25,9,Black / Orange
57653,,1600,2,2,11.25,9,Black / Orange
57654,,1600,2,4,11.25,9,Black / Orange
57655,,1866,2,4,9.646,9,Black / Red
57656,,1333,2,4,13.503,9,Black / Gold
57657,,1600,2,4,11.25,9,Black / White
57658,,2133,2,4,9.376,10,Black
57659,,1600,2,4,11.25,9,Black / Gold
57660,,1600,3,4,13.75,11,Green
57661,,1333,2,4,13.503,9,Green
57662,,1333,1,2,13.503,9,Green
57663,,1333,3,8,13.503,9,Green
57664,,1333,2,2,13.503,9,Green
57665,,1333,2,4,13.503,9,Green
57666,,1333,2,2,13.503,9,Green
57667,,1066,2,2,13.133,7,Green
57668,,1066,2,4,13.133,7,Green
57669,,1600,1,4,13.75,11,Green
57670,,1333,2,8,13.503,9,Green
57671,,1866,2,4,9.646,9,Black / Silver
57672,,1600,2,2,10,8,Black / Yellow
57673,,1333,1,2,13.503,9,Green
57674,,2800,2,2,15,6,Green
57675,,1333,1,4,13.503,9,Green
57676,,1866,2,4,9.646,9,Black / Orange
57677,,1333,2,8,13.503,9,Green
57678,,2800,1,2,15,6,Green
57679,,1333,1,8,13.503,9,Green
57680,,1600,2,4,8.75,7,Black / Yellow
57681,,1866,1,4,9.646,9,Black / Orange
57682,,1333,1,4,13.503,9,Green
57683,,1333,2,8,13.503,9,Black / Yellow
57684,,1866,8,4,9.646,9,Black / Red
57685,,2133,8,4,10.314,11,Black / Red
57686,,2400,4,4,9.167,11,Black / Yellow
57687,,2133,2,4,8.439,9,Black / Yellow
57688,,2133,4,4,8.439,9,Red
57689,,1866,4,4,9.646,9,Red
57690,,1600,4,2,11.25,9,Black / Silver
57691,,2400,4,4,9.167,11,Black / Blue
57692,,1600,4,2,11.25,9,Black / Silver
57693,,1333,2,2,13.503,9,Green
57694,,1333,1,4,13.503,9,Green
57695,,2000,2,4,9,9,Black / Silver
57696,,1333,4,2,10.503,7,Black / Blue
57697,,1866,4,8,9.646,9,Black / Red
57698,,1066,3,2,13.133,7,Green
57699,,1600,4,8,11.25,9,Black / Blue
57700,,1866,2,4,10.718,10,Black / Gold
57701,,1600,4,4,11.25,9,Black / Silver
57702,,1333,2,4,12.003,8,Red / Silver
57703,,1333,1,4,13.503,9,Black / Red
57704,,1600,1,2,11.25,9,Black / Red
57705,,1600,4,2,11.25,9,Black / Gold
57706,,1600,4,2,10,8,Black / Red
57707,,1600,2,4,13.75,11,Green
57708,,1600,4,2,10,8,Black / Blue
57709,,2133,2,4,8.439,9,Black / Red
57710,,1866,2,4,9.646,9,Black / Red
57711,,1866,4,2,9.646,9,Black / Red
57712,,1600,4,4,11.25,9,Black / Blue
57713,,2133,4,4,10.314,11,Black / Red
57714,,1333,1,8,13.503,9,Green
57715,,1333,2,8,13.503,9,Green
57716,,1333,1,2,13.503,9,Black / Red
57717,,1600,4,4,10,8,Black / Red
57718,,2133,4,4,8.439,9,Red
57719,,1600,1,4,11.25,9,Black / Gold
57720,,2400,4,4,8.333,10,Black / Yellow
57721,,2133,2,4,8.439,9,Black / Yellow
57722,,1600,1,4,11.25,9,Black / Red
57723,,1333,2,4,13.503,9,Blue
57724,,1333,1,2,13.503,9,Blue
57725,,1866,1,2,9.646,9,Black / Silver
57726,,1600,1,2,10,8,Black / Silver
57727,,2133,4,2,8.439,9,Red / Silver
57728,,1600,1,4,13.75,11,Green
57729,,1333,1,8,13.503,9,Green
57730,,1333,1,8,13.503,9,Gray / Silver
57731,,1600,2,4,13.75,11,Green
57732,,1333,1,8,13.503,9,Green
57733,,1866,4,4,9.646,9,Black / Blue
57734,,1333,1,2,13.503,9,Blue
57735,,1333,2,4,13.503,9,Black
57736,,1600,2,4,13.75,11,Green
57737,,1600,1,4,13.75,11,Green
57738,,1333,2,8,13.503,9,Green
57739,,1600,1,4,11.25,9,Green
57740,,1600,2,4,11.25,9,Green
57741,,2800,1,4,15,6,Green
57742,,1600,4,4,8.75,7,Red
57743,,1600,4,4,8.75,7,Red
57744,,1600,1,2,13.75,11,Green
57745,,1600,4,4,8.75,7,Red
57746,,1600,2,4,13.75,11,Green
57747,,2133,4,4,9.376,10,Black
57748,,1066,2,2,13.133,7,Green
57749,,2400,2,4,8.333,10,Black / Yellow
57750,,1600,2,8,11.25,9,Black / Yellow
57751,,2400,2,4,9.167,11,Black / Yellow
57752,,1600,2,8,12.5,10,Black / Yellow
57753,,1600,4,8,12.5,10,Black / Yellow
57754,,1333,2,8,13.503,9,Black / Red
57755,,2400,2,4,8.333,10,Black / Red
57756,,2133,2,4,10.314,11,Black / Red
57757,,1600,2,8,12.5,10,Black / Red
57758,,1600,4,8,12.5,10,Black / Red
57759,,1600,2,8,11.25,9,Black / Red
57760,,1600,4,4,11.25,9,Black / Yellow
57761,,1600,4,2,11.25,9,Black / Red
57762,,1600,4,4,11.25,9,Black / Red
57763,,1333,2,8,13.503,9,Green
57764,,1600,2,8,12.5,10,Black / Gold
57765,,1333,2,8,13.503,9,Black / Gold
57766,,1600,3,2,10,8,Black / Yellow
57767,,1600,4,4,8.75,7,Red / Silver
57768,,1600,2,4,11.25,9,Black / Red
57769,,1333,4,8,13.503,9,Gray / Silver
57770,,1333,1,8,13.503,9,Green
57771,,1600,4,4,10,8,Black
57772,,1600,3,4,10,8,Black
57773,,1600,3,4,10,8,Black
57774,,1600,4,4,10,8,Black
57775,,1600,2,4,10,8,Black
57776,,1600,2,4,10,8,Gray / Silver
57777,,1600,2,4,10,8,Black / Blue
57778,,2133,4,4,8.439,9,Black / Red
57779,,2800,2,2,15,6,Green
57780,,1600,1,4,10,8,Black / Silver
57781,,1333,4,8,13.503,9,Green
57782,,1600,1,2,10,8,Black / Silver
57783,,1600,1,2,11.25,9,Black / Silver
57784,,1600,2,2,11.25,9,Black / Silver
57785,,1866,2,2,9.646,9,Black / Silver
57786,,1333,2,4,13.503,9,Black / Silver
57787,,1600,2,2,10,8,Black / Silver
57788,,1333,1,4,13.503,9,Black / Silver
57789,,1600,1,4,10,8,Black / Silver
57790,,1600,3,2,10,8,Black / Silver
57791,,1600,2,4,11.25,9,Blue
57792,,1600,2,2,10,8,Black / Silver
57793,,1333,1,2,13.503,9,Black
57794,,1333,2,4,12.003,8,Black / Red
57795,,1333,2,2,12.003,8,Black / Red
57796,,1600,2,4,10,8,Black / Red
57797,,1333,1,2,10.503,7,Black / Yellow
57798,,1600,3,4,11.25,9,Black / Silver
57799,,1333,2,2,13.503,9,Black / Silver
57800,,1600,2,4,10,8,Black / Silver
57801,,1600,3,4,10,8,Black / Silver
57802,,2667,1,2,14.993,5,Green
57803,,1600,2,2,11.25,9,Green / Silver
57804,,1333,2,4,13.503,9,Red / Silver
57805,,1333,1,4,13.503,9,Red / Silver
57806,,1600,1,4,11.25,9,Red / Silver
57807,,1600,2,4,11.25,9,Red / Silver
57808,,2133,4,2,10.314,11,Blue / Silver
57809,,1333,3,4,13.503,9,Orange / White
57810,,1600,1,4,11.25,9,Blue
57811,,1333,1,4,13.503,9,Blue
57812,,1333,1,8,13.503,9,Green
57813,,1600,1,4,8.75,7,Black / Yellow
57814,,1866,2,4,9.646,9,Black
57815,,1600,2,4,10,8,Black / Silver
57816,,1866,2,4,9.646,9,Black / Silver
57817,,1600,3,4,10,8,
57818,,2800,1,2,12.5,5,Green
57819,,1600,2,2,10,8,Black / Silver
57820,,1600,2,4,11.25,9,Black / Gold
57821,,1600,8,4,11.25,9,Black / Silver
57822,,1866,3,2,9.646,9,Blue
57823,,1600,1,2,10,8,
57824,,1866,1,4,9.646,9,Black / Silver
57825,,1600,3,2,10,8,
57826,,1600,1,4,11.25,9,Black / Yellow
57827,,1866,4,4,9.646,9,Black / Silver
57828,,1600,2,8,11.25,9,Black / Blue
57829,,1333,4,8,13.503,9,Black / Blue
57830,,1600,1,8,11.25,9,Black / Gold
57831,,1600,2,8,11.25,9,Black / Gold
57832,,1333,4,8,13.503,9,
57833,,1333,4,2,13.503,9,Black / Blue
57834,,1600,1,8,12.5,10,Black / Yellow
57835,,1333,1,8,13.503,9,Black / Yellow
57836,,1600,8,8,12.5,10,
57837,,1333,2,4,13.503,9,Black / Orange
57838,,1866,4,4,9.646,9,Black / Blue
57839,,2133,2,4,10.314,11,Black / Orange
57840,,1600,2,4,10,8,Black / Blue
57841,,1600,4,4,10,8,Black / Blue
57842,,1333,2,8,13.503,9,Black / Orange
57843,,1333,4,4,13.503,9,Black / Orange
57844,,2133,4,4,10.314,11,Black / Orange
57845,,1866,2,4,9.646,9,Black / Blue
57846,,1333,2,8,13.503,9,Green
57847,,1866,4,8,10.718,10,Black / Red
57848,,1333,3,4,10.503,7,Orange / White
57849,,1866,2,2,9.646,9,Black / Orange
57850,,1866,1,4,9.646,9,Black / Silver
57851,,1600,4,8,11.25,9,Black / Blue
57852,,1866,8,4,9.646,9,Black / Yellow
57853,,2133,4,8,10.314,11,Black / Red
57854,,2400,2,4,9.167,11,Black / Red
57855,,1600,3,2,11.25,9,Orange / White
57856,,1866,1,4,9.646,9,Blue / Silver
57857,,1866,1,4,9.646,9,Black / Silver
57858,,1866,2,4,9.646,9,
57859,,2400,2,4,8.333,10,
57860,,2133,4,4,8.439,9,Black / Blue
57861,,1866,4,2,8.574,8,
57862,,1600,4,4,11.25,9,
57863,,2133,4,4,9.376,10,Black / Red
57864,,2133,4,8,8.439,9,Black / Blue
57865,,1600,4,8,12.5,10,Black
57866,,1600,2,8,12.5,10,Black / Silver
57867,,1600,2,4,8.75,7,
57868,,1600,3,4,8.75,7,
57869,,1600,2,8,11.25,9,Black
57870,,1600,4,8,11.25,9,Black
57871,,1600,4,4,8.75,7,
57872,,1866,3,4,9.646,9,
57873,,1866,2,4,9.646,9,Black / Silver
57874,,2133,8,4,9.376,10,
57875,,1600,8,4,11.25,9,
57876,,1333,1,8,13.503,9,Black / Silver
57877,,1333,2,8,13.503,9,Black / Silver
57878,,1600,2,8,12.5,10,Black / Silver
57879,,1600,1,8,12.5,10,Black / Silver
57880,,2400,2,8,9.167,11,
57881,,1600,1,8,11.25,9,Black / Blue
57882,,1866,2,4,9.646,9,Black / Silver
57883,,1333,1,8,13.503,9,
57884,,1866,1,4,9.646,9,Black / Yellow
57885,,1866,1,2,9.646,9,Black / Yellow
57886,,2133,2,4,10.314,11,Black / Silver
57887,,1866,2,4,9.646,9,
57888,,1866,4,4,9.646,9,
57889,,1866,3,4,9.646,9,
57890,,1600,2,4,8.75,7,
57891,,1600,4,4,8.75,7,
57892,,1600,3,4,8.75,7,
57893,,1866,2,4,9.646,9,
57894,,1600,4,8,11.25,9,Black / Yellow
57895,,1600,2,8,13.75,11,Black / Red
57896,,1333,2,8,13.503,9,Green
57897,,1600,1,8,12.5,10,Green
57898,,1600,2,8,12.5,10,Green
57899,,1600,1,8,13.75,11,Green
57900,,1600,2,8,13.75,11,Green
57901,,2133,2,4,8.439,9,Black / Red
57902,,1333,4,4,13.503,9,Green
57903,,1866,2,8,9.646,9,Black / Silver
57904,,2400,4,8,9.167,11,
57905,,1600,3,4,10,8,Black / Yellow
57906,,1333,1,8,13.503,9,Blue / Silver
57907,,2666,2,4,8.252,11,Black / Red
57908,,1600,2,8,13.75,11,Green
57909,,2666,4,4,8.252,11,Black / Red
57910,,1866,2,8,9.646,9,Black / Yellow
57911,,1600,2,8,13.75,11,Blue
57912,,1600,3,2,10,8,Black / Silver
57913,,1600,1,8,12.5,10,Green
57914,,1600,2,8,12.5,10,Green
57915,,1333,1,2,13.503,9,Black
57916,,1333,1,4,13.503,9,Black
57917,,1600,1,2,13.75,11,Black
57918,,1600,1,4,13.75,11,Black
57919,,2133,2,4,10.314,11,Black / Yellow
57920,,2133,2,8,10.314,11,
57921,,1600,2,8,12.5,10,
57922,,2133,2,8,9.376,10,Gray / Silver
57923,,2133,2,4,9.376,10,
57924,,2400,4,8,8.333,10,
57925,,1600,1,8,11.25,9,Blue / Silver
57926,,2133,2,4,8.439,9,Black / Blue
57927,,1333,2,8,13.503,9,Green
57928,,1600,2,8,11.25,9,Black / Blue
57929,,1866,4,4,9.646,9,Blue
57930,,2133,2,8,10.314,11,Black
57931,,1600,2,8,11.25,9,Blue
57932,,2400,2,4,9.167,11,Black / Silver
57933,,2133,2,4,10.314,11,Black
57934,,2133,4,4,10.314,11,Black / Yellow
57935,,1866,2,4,9.646,9,Black / Silver
57936,,2133,2,4,10.314,11,
57937,,1866,4,8,10.718,10,Red
57938,,1866,4,8,10.718,10,Red
57939,,1866,2,8,10.718,10,
57940,,1866,2,8,10.718,10,
57941,,2400,4,4,9.167,11,Blue / Silver
57942,,2133,2,4,10.314,11,Blue
57943,,1600,1,2,13.75,11,Green
57944,,1600,1,2,13.75,11,
57945,,1600,2,4,11.25,9,Red / Silver
57946,,1600,3,4,10,8,Black / Silver
57947,,1600,1,8,13.75,11,Green
57948,,1333,2,8,13.503,9,Red / Silver
57949,,1600,2,8,11.25,9,Red / Silver
57950,,1600,2,8,12.5,10,Red / Silver
57951,,1600,4,4,11.25,9,
57952,,1866,2,8,9.646,9,Black / Silver
57953,,1600,2,4,11.25,9,Black / Silver
57954,,1600,2,8,11.25,9,Black / Silver
57955,,1600,2,8,11.25,9,Gray / Silver
57956,,1866,4,4,9.646,9,Black / Blue
57957,,1333,1,4,13.503,9,Green
57958,,1600,2,8,12.5,10,Black / Green
57959,,2133,2,8,10.314,11,Black / Green
57960,,1866,4,4,9.646,9,
57961,,1600,2,4,11.25,9,Black / Silver
57962,,1866,2,4,9.646,9,Black / Green
57963,,1866,2,8,10.718,10,Black / Green
57964,,2133,2,4,10.314,11,Black / Green
57965,,1333,2,2,13.503,9,Green
57966,,1333,2,4,13.503,9,Green
57967,,1600,4,4,11.25,9,
57968,,2133,4,4,8.439,9,Black / Blue
57969,,2400,2,4,9.167,11,
57970,,2400,4,8,8.333,10,
57971,,1600,2,4,11.25,9,Black / Green
57972,,1600,2,8,11.25,9,Black / Green
57973,,1066,1,2,13.133,7,Green
57974,,2133,2,4,10.314,11,Black / Silver
57975,,1600,4,8,12.5,10,Black / Silver
57976,,1866,4,8,10.718,10,Red / Silver
57977,,1600,2,8,12.5,10,Blue / Silver
57978,,2400,4,4,9.167,11,
57979,,1333,2,2,13.503,9,Green
57980,,1866,4,8,11.79,11,Black
57981,,1866,4,8,11.79,11,Black
57982,,1866,2,8,11.79,11,Black
57983,,1600,2,8,11.25,9,Black
57984,,1600,4,8,11.25,9,Black
57985,,1866,2,8,10.718,10,Black / Blue
57986,,1600,2,4,11.25,9,Black / Blue
57987,,1866,2,4,9.646,9,Black / Blue
57988,,2133,2,4,10.314,11,Black / Blue
57989,,1866,2,8,11.79,11,Black
57990,,1333,2,8,13.503,9,Red / Silver
57991,,1333,3,4,13.503,9,Green
57992,,1600,4,4,11.25,9,Black / Silver
57993,,1866,4,4,9.646,9,Black / Blue
57994,,2400,2,4,8.333,10,Black / Red
57995,,2133,2,8,10.314,11,Black / Red
57996,,2400,4,4,8.333,10,Black / Red
57997,,1333,4,8,13.503,9,Red / Silver
57998,,1866,2,8,9.646,9,Black / Silver
57999,,2133,2,4,8.439,9,Black / Silver
58000,,2133,4,4,8.439,9,Black / Silver
58001,,1333,2,2,13.503,9,Red / Silver
58002,,1600,2,2,11.25,9,Red / Silver
58003,,1600,2,4,11.25,9,
58004,,1866,2,4,9.646,9,
58005,,2400,2,4,9.167,11,
58006,,1600,4,8,11.25,9,Black / Blue
58007,,1333,1,4,13.503,9,Red / Silver
58008,,1600,1,8,12.5,10,Red / Silver
58009,,1600,2,8,12.5,10,
58010,,1600,2,4,11.25,9,
58011,,1333,2,4,13.503,9,Red / Silver
58012,,1600,1,4,11.25,9,Red / Silver
58013,,1600,2,8,11.25,9,Blue / Silver
58014,,2400,4,4,8.333,10,
58015,,2400,2,4,8.333,10,
58016,,1333,4,8,13.503,9,Black / Green
58017,,1333,2,4,13.503,9,Green
58018,,2400,4,4,7.5,9,Black / Silver
58019,,1333,1,8,13.503,9,Black / Red
58020,,1333,2,8,13.503,9,Green
58021,,1600,2,8,13.75,11,Gray / Silver
58022,,1066,1,2,13.133,7,Green
58023,,1066,2,4,13.133,7,Green
58024,,1333,2,8,13.503,9,Green
