model_no,type,speed,kit_size,size_per_stick,first_word_latency,cas_latency,color
52118,,1600,4,4,11.25,9,Black / Yellow
52119,,2800,2,4,12.143,17,Red / Black
52120,,1600,1,4,13.75,11,Black
52121,,2400,2,8,12.5,15,Black / Blue
52122,,3200,2,4,10,16,Black / Yellow
52123,,3000,2,8,10.667,16,Black / Red
52124,,2400,1,8,14.167,17,Green
52125,,3000,2,8,10.667,16,Black / Orange
52126,,1866,2,8,13.934,13,Green / Black
52127,,3600,2,8,10.556,19,Black / Gold
52128,,3600,8,32,8.889,16,Black
52129,,6000,2,16,12,36,White
52130,,3200,1,16,10,16,Black
52131,,3600,1,8,10,18,Black
52132,,3200,2,8,10,16,White
52133,,4600,2,32,8.696,20,Gold
52134,,8400,1,24,10,42,Black
52135,,6800,2,32,10,34,Black
52136,,3200,2,8,10,16,Black
52137,,6000,1,32,12.667,38,Red
52138,,3200,2,16,10,16,Black / Gold
52139,,3466,2,16,9.233,16,Black
52140,,2400,2,8,9.167,11,Black / Blue
52141,,5600,2,16,12.857,36,Silver / Black
52142,,4000,2,32,9,18,Silver
52143,,5600,2,16,12.857,36,Gray / Black
52144,,7200,2,16,9.444,34,White
52145,,3600,2,16,10,18,Black
52146,,6000,2,16,13.333,40,Silver / Black
52147,,2400,4,16,12.5,15,Black / Red
52148,,4133,2,16,9.194,19,Black / Yellow
52149,,3200,2,16,10,16,White / Black
52150,,2666,4,8,12.003,16,Black
52151,,6000,1,32,10.667,32,Silver / White
52152,,4266,2,32,8.908,19,Gold
52153,,3200,2,8,10,16,Black
52154,,3600,2,8,10,18,Black
52155,,1866,2,8,9.646,9,Black / Red
52156,,2666,1,4,12.003,16,Red / Black
52157,,1066,2,2,13.133,7,Green
52158,,2400,2,8,12.5,15,Black
52159,,3000,4,8,10,15,Black
52160,,4800,2,16,16.667,40,Gray
52161,,2667,2,#VALUE!,14.993,5,Green
52162,,1333,1,8,13.503,9,Green
52163,,1600,1,4,13.75,11,Green
52164,,2133,2,8,14.065,15,Red
52165,,3200,2,8,10,16,Black / Silver
52166,,3200,4,8,10,16,White
52167,,2400,2,8,12.5,15,Black / Red
52168,,3200,2,8,10,16,Black
52169,,2666,2,8,14.254,19,Black / Red
52170,,2666,8,32,13.503,18,Black
52171,,3600,2,16,8.889,16,Red
52172,,3600,2,8,10,18,White
52173,,3000,2,8,10,15,Silver / Black
52174,,3200,1,16,10,16,Black
52175,,3600,1,16,8.889,16,Black
52176,,3200,1,16,10,16,Black
52177,,3200,1,8,10,16,Black
52178,,5200,2,16,15.385,40,Black
52179,,3600,2,8,10,18,Gray
52180,,3200,1,8,10,16,Red
52181,,2666,2,16,13.503,18,Black / Yellow
52182,,6000,2,16,10,30,White
52183,,5600,1,32,16.429,46,Black
52184,,4000,4,8,9.5,19,Black / Yellow
52185,,6000,2,32,10,30,White / Black
52186,,3600,2,16,10,18,Black
52187,,3200,4,16,10,16,White
52188,,3000,4,16,10.667,16,Black
52189,,3200,4,16,10,16,Black
52190,,3600,4,16,9.444,17,Black
52191,,6000,2,16,12,36,Black / Silver
52192,,3000,2,8,10,15,Black / Red
52193,,4800,2,16,16.667,40,Black / Silver
52194,,2666,1,16,14.254,19,Green
52195,,6000,2,16,10.667,32,Black
52196,,1866,1,32,13.934,13,Silver
52197,,3600,4,8,8.889,16,Black / Silver
52198,,3200,4,32,10,16,Black
52199,,4400,2,8,8.636,19,White / Silver
52200,,6000,2,16,12,36,Black / Gray
52201,,3600,2,16,10,18,Blue
52202,,7200,1,16,10.556,38,White / Silver
52203,,1333,1,2,13.503,9,Green
52204,,1333,1,2,13.503,9,Green
52205,,1600,1,8,13.75,11,Black / Blue
52206,,2133,4,8,14.065,15,Black
52207,,2400,1,4,13.333,16,Silver
52208,,1600,2,8,12.5,10,Black
52209,,3000,4,4,10,15,Black / White
52210,,2400,2,16,13.333,16,White
52211,,2400,2,8,13.333,16,White
52212,,3200,2,8,10,16,Black
52213,,2666,4,16,14.254,19,Green
52214,,3200,4,8,10,16,Silver / Black
52215,,2666,2,4,12.003,16,Silver
52216,,2400,1,8,13.333,16,Red / Black
52217,,2400,1,4,14.167,17,Green / Black
52218,,4000,2,8,9.5,19,Silver / Black
52219,,3600,4,8,8.889,16,Black
52220,,3200,2,16,10,16,Gray
52221,,3200,2,8,10,16,White
52222,,3000,1,32,10.667,16,Gray
52223,,5200,2,32,14.615,38,Black
52224,,5333,2,8,8.251,22,Silver
52225,,3200,2,8,10,16,Black
52226,,2400,1,8,14.167,17,Red
52227,,6000,1,16,12.667,38,Black
52228,,6000,2,16,10,30,Silver
52229,,3200,2,8,12.5,20,Black
52230,,5200,2,32,16.154,42,Black
52231,,5600,1,48,16.429,46,Black
52232,,3200,4,8,8.75,14,Black
52233,,5600,2,32,10.714,30,White
52234,,6000,2,32,10.667,32,Silver / Black
52235,,1866,2,8,10.718,10,Black / Red
52236,,2400,2,8,12.5,15,Blue
52237,,2666,2,8,13.503,18,Black
52238,,3200,2,16,10,16,Red
52239,,6000,1,32,10,30,White
52240,,6400,1,16,12.5,40,Black / Silver
52241,,1333,1,4,13.503,9,Green
52242,,3200,2,8,10,16,Black
52243,,4000,2,32,9,18,Gold
52244,,4400,2,8,8.182,18,Black
52245,,2666,2,16,12.003,16,Red
52246,,3200,2,8,10,16,Black
52247,,2666,8,32,12.003,16,Black / Yellow
52248,,1600,1,4,13.75,11,Black
52249,,3000,8,16,10,15,Black / Yellow
52250,,4000,2,16,9.5,19,Black
52251,,4000,2,8,9,18,Black
52252,,4000,2,16,8,16,Silver
52253,,4400,2,16,7.727,17,Black
52254,,2400,2,4,12.5,15,Red
52255,,2666,1,8,12.003,16,Red
52256,,3466,4,8,9.233,16,Black
52257,,3200,2,16,10,16,Black / Silver
52258,,3200,1,16,10,16,White
52259,,6000,2,32,10,30,Black
52260,,1333,2,2,13.503,9,Green
52261,,2400,2,8,9.167,11,Black / Gold
52262,,3000,2,16,10,15,Black / Silver
52263,,2400,1,8,12.5,15,Black / Red
52264,,3200,1,16,10,16,Yellow / Black
52265,,2133,1,16,14.065,15,Green / Black
52266,,3200,2,8,10,16,Black / White
52267,,2666,1,8,9.752,13,Black
52268,,4000,8,16,9.5,19,Black / Yellow
52269,,3200,4,8,10,16,White
52270,,3600,2,8,8.889,16,Silver
52271,,3200,2,8,8.75,14,Gray
52272,,3600,2,32,10,18,Black / Silver
52273,,6000,2,16,16,48,Black
52274,,4800,2,16,16.667,40,Black
52275,,6400,1,16,10,32,Black
52276,,2400,2,8,13.333,16,Black
52277,,2400,1,8,14.167,17,Green / Black
52278,,3600,4,16,10,18,Black
52279,,6400,2,16,10,32,Silver / Black
52280,,3600,2,8,9.444,17,Black
52281,,4000,2,8,9,18,Red
52282,,1600,2,4,13.75,11,Black
52283,,3600,4,32,10,18,Gold
52284,,1600,1,8,13.75,11,Green
52285,,4000,2,16,9,18,
52286,,4600,2,8,7.826,18,Black
52287,,1600,1,8,13.75,11,Green
52288,,3600,2,8,8.889,16,Silver
52289,,3200,2,32,13.75,22,Silver
52290,,4800,2,8,8.333,20,Silver
52291,,3733,1,8,10.179,19,Black
52292,,3200,4,32,8.75,14,Red
52293,,2933,2,32,14.32,21,Black
52294,,6800,2,16,10,34,White
52295,,3600,4,8,9.444,17,Black
52296,,6000,2,16,13.333,40,Black
52297,,1600,1,8,13.75,11,Black
52298,,1600,2,16,13.75,11,Black / Green
52299,,2666,4,8,12.003,16,Black
52300,,3200,2,32,10,16,White / Black
52301,,4000,2,16,8,16,Black
52302,,4800,2,16,16.667,40,Black
52303,,7600,2,16,9.474,36,Black
52304,,2800,2,1,10,4,Black / Purple
52305,,1600,1,8,13.75,11,Black
52306,,1600,1,8,13.75,11,Black / Green
52307,,2666,2,16,12.003,16,White
52308,,3000,2,16,10.667,16,Red
52309,,3600,2,16,8.889,16,Black / Yellow
52310,,3200,2,16,10,16,White
52311,,3200,1,16,10,16,Black
52312,,2400,1,16,12.5,15,Black / Silver
52313,,2400,2,8,13.333,16,Red / Black
52314,,2400,1,16,13.333,16,Black
52315,,3200,2,16,10,16,Red
52316,,3200,4,16,10,16,Black
52317,,3600,2,8,10,18,Silver
52318,,2933,1,32,14.32,21,Green / Black
52319,,3733,2,8,10.179,19,Black / Silver
52320,,3600,2,16,9.444,17,Black / Silver
52321,,6000,2,16,12,36,Black
52322,,3200,2,8,11.25,18,Black
52323,,4800,2,16,15,36,Black
52324,,5333,2,8,8.251,22,Gold
52325,,4400,2,32,8.636,19,Silver
52326,,2666,1,4,14.254,19,
52327,,3600,2,16,10,18,Black / Silver
52328,,6800,2,16,10,34,Black / Gray
52329,,3200,1,32,10,16,Black / Silver
52330,,6000,1,16,12.667,38,Red
52331,,6000,2,16,10,30,Silver
52332,,4800,1,32,16.667,40,Black
52333,,3600,4,16,8.889,16,Black
52334,,3200,2,8,13.75,22,Green / Black
52335,,5600,2,16,12.857,36,Red
52336,,4800,1,16,16.667,40,Black
52337,,3200,4,16,8.75,14,Silver / White
52338,,5600,1,32,10,28,Black
52339,,1600,1,8,13.75,11,Green
52340,,3200,2,16,10,16,Gold
52341,,3600,2,8,7.778,14,White
52342,,3200,2,16,10,16,Black
52343,,4000,2,8,9,18,White
52344,,5600,1,32,12.857,36,Black
52345,,6000,2,16,12.667,38,Red
52346,,5600,2,32,14.286,40,Black / White
52347,,2666,1,16,12.003,16,Black
52348,,3200,4,32,8.75,14,
52349,,2800,1,4,15,6,Green
52350,,2666,1,32,13.503,18,Black
52351,,5600,2,16,14.286,40,White
52352,,1600,2,4,11.25,9,Blue / Silver
52353,,1333,2,8,13.503,9,Green
52354,,2133,4,8,14.065,15,Red
52355,,3200,2,4,10,16,Red
52356,,4133,2,8,9.194,19,Silver / Black
52357,,3200,2,8,10,16,White / Silver
52358,,4600,2,8,8.261,19,Black
52359,,3600,4,16,8.889,16,Black / Silver
52360,,6200,2,16,11.613,36,Black
52361,,6000,8,32,10.667,32,Black
52362,,2667,1,2,14.993,5,Green
52363,,1600,3,4,11.25,9,Black / Silver
52364,,1866,2,8,9.646,9,Black / Silver
52365,,1600,1,8,12.5,10,Blue / Silver
52366,,1600,2,8,11.25,9,Black / Yellow
52367,,1866,4,8,10.718,10,Black
52368,,1200,2,2,8.333,5,
52369,,2400,2,8,9.167,11,Black / Silver
52370,,1600,2,4,12.5,10,Black / Silver
52371,,1866,1,4,10.718,10,Blue / Silver
52372,,1600,1,8,13.75,11,Black / Green
52373,,3000,2,4,10,15,Black / Yellow
52374,,2133,2,4,14.065,15,Black / Red
52375,,3000,4,16,10,15,Black / White
52376,,3000,2,4,10.667,16,Black
52377,,3200,2,8,10,16,Black
52378,,3200,1,16,13.75,22,Black / Green
52379,,3600,2,16,10,18,Orange
52380,,3600,1,8,10,18,Red / Black
52381,,4266,2,32,8.908,19,Black
52382,,3200,2,8,10,16,Black
52383,,4000,2,16,9,18,White
52384,,5600,2,16,10,28,Black
52385,,3600,2,16,10,18,White
52386,,3200,1,8,13.75,22,
52387,,5600,2,32,12.857,36,Gray
52388,,5200,1,8,14.615,38,Black
52389,,3200,2,8,10,16,Black / Silver
52390,,5600,1,32,16.429,46,Green / Black
52391,,6000,2,24,12,36,Black
52392,,5600,2,32,16.429,46,Black
52393,,3200,2,16,12.5,20,Black
52394,,3200,2,16,8.75,14,White
52395,,5600,1,32,16.429,46,Black
52396,,5600,1,16,16.429,46,Black
52397,,4133,2,16,9.194,19,White
52398,,5600,2,16,12.857,36,Black / Silver
52399,,3600,4,16,8.889,16,Silver / Black
52400,,3200,2,32,10,16,Black
52401,,7000,2,16,11.429,40,Black / White
52402,,3866,2,8,9.312,18,White
52403,,6400,2,16,12.5,40,Black / White
52404,,2400,2,8,12.5,15,Black
52405,,4266,4,8,8.908,19,Black
52406,,4400,2,16,8.636,19,Silver
52407,,7600,2,24,9.474,36,Black
52408,,4800,1,16,15,36,Black
52409,,3600,4,16,7.778,14,Black
52410,,5600,2,32,14.286,40,Black
52411,,3200,8,16,10,16,Gray / Black
52412,,3200,4,8,8.75,14,Black
52413,,2133,1,8,14.065,15,
52414,,3200,1,16,13.75,22,
52415,,8000,1,16,9.5,38,Silver / Black
52416,,1600,4,4,11.25,9,Blue / Silver
52417,,1600,2,8,11.25,9,Black / Silver
52418,,1333,1,16,13.503,9,Black / Green
52419,,2133,1,16,14.065,15,Green
52420,,5600,1,16,14.286,40,Black
52421,,3200,2,16,10,16,Black
52422,,3600,2,8,10,18,White
52423,,7200,2,16,11.111,40,Black / White
52424,,3200,2,8,13.75,22,Black
52425,,1066,2,2,9.381,5,Black / Purple
52426,,1066,1,1,13.133,7,Green
52427,,2800,2,2,12.5,5,Black / Green
52428,,1333,2,4,13.503,9,Blue / Silver
52429,,1866,2,4,8.574,8,Black / Blue
52430,,1600,4,8,8.75,7,Black / Silver
52431,,1600,1,4,13.75,11,Green
52432,,3000,2,8,10,15,Blue
52433,,2400,2,8,12.5,15,Black
52434,,3800,8,16,10,19,Black
52435,,3200,2,8,10,16,Silver
52436,,4400,4,8,8.182,18,Black
52437,,3600,2,8,7.778,14,Black / Silver
52438,,3000,1,8,10,15,Black
52439,,3200,2,8,10,16,Red / Black
52440,,3200,2,32,10,16,Black
52441,,3200,2,8,10,16,
52442,,4000,4,32,9,18,Black
52443,,2666,1,32,14.254,19,Green
52444,,3200,2,8,10,16,White
52445,,5200,2,16,14.615,38,Black
52446,,4800,2,16,16.667,40,Red / Black
52447,,4000,2,8,8,16,Black
52448,,4800,1,32,16.667,40,
52449,,3600,2,16,10,18,Black
52450,,3200,1,16,10,16,Black
52451,,3600,2,32,7.778,14,White
52452,,3200,1,8,10,16,Black
52453,,7200,2,16,8.889,32,Black
52454,,6000,2,16,10,30,Black / Gray
52455,,6000,2,16,13.333,40,Black / Silver
52456,,8000,2,16,9.5,38,White / Black
52457,,6400,2,16,9.375,30,Black
52458,,6400,2,32,10,32,Black
52459,,1600,2,8,13.75,11,Green
52460,,3600,2,16,7.778,14,Silver
52461,,3600,2,32,8.889,16,White
52462,,6000,2,16,10.667,32,White / Black
52463,,6000,2,32,10,30,Black
52464,,3600,2,8,10,18,Black
52465,,6000,1,16,12.667,38,Black
52466,,2133,1,16,14.065,15,Black / Green
52467,,6000,2,16,12,36,Silver / Black
52468,,3600,2,8,7.778,14,Black
52469,,3600,4,16,10,18,Silver / Black
52470,,3200,2,32,10,16,Black
52471,,3200,2,16,10,16,Gray / Red
52472,,4000,2,8,8,16,Black
52473,,4800,2,32,16.667,40,Black
52474,,3600,2,8,10,18,White / Silver
52475,,4000,4,8,7.5,15,Black
52476,,3200,2,8,10,16,Black
52477,,1600,2,8,11.25,9,Black / Silver
52478,,3600,2,16,9.444,17,Black / Silver
52479,,3200,2,8,8.75,14,Black
52480,,3200,1,16,10,16,Black
52481,,1333,4,4,13.503,9,Black / Silver
52482,,2133,4,8,9.376,10,Black / Red
52483,,2133,2,8,10.314,11,Black / Red
52484,,2400,2,8,11.667,14,Red
52485,,2133,2,4,14.065,15,Black
52486,,3333,4,16,9.601,16,Black / Yellow
52487,,3200,8,32,10,16,Black
52488,,3200,1,4,10,16,Black
52489,,3600,2,8,10,18,Black
52490,,2400,1,4,14.167,17,Black
52491,,2800,2,2,12.5,5,Black / White
52492,,1333,1,2,13.503,9,Green
52493,,1600,1,8,13.75,11,Green
52494,,1600,2,8,8.75,7,Black / Red
52495,,1866,2,8,9.646,9,Black / Red
52496,,2400,2,8,9.167,11,Black / Red
52497,,2666,4,4,11.253,15,Red
52498,,2666,2,8,11.253,15,Black / White
52499,,3200,2,8,10,16,Black
52500,,2400,1,8,12.5,15,Black / Silver
52501,,2400,1,16,14.167,17,Black / Green
52502,,2666,2,8,12.003,16,Gray
52503,,2666,1,8,12.003,16,Black / White
52504,,2666,2,8,12.003,16,Black
52505,,3200,2,16,10,16,Silver / Black
52506,,3600,4,8,8.889,16,Silver
52507,,3466,2,16,10.964,19,White / Silver
52508,,3200,2,8,10,16,Silver / Black
52509,,3200,1,8,10,16,Black
52510,,2666,2,16,12.003,16,Black
52511,,3600,2,16,8.889,16,White
52512,,3600,2,8,8.889,16,Red
52513,,3200,2,8,10,16,Black / Silver
52514,,3200,4,8,10,16,Black / Silver
52515,,3600,2,16,10,18,Red / Black
52516,,3200,2,32,10,16,White
52517,,3200,1,32,10,16,Black
52518,,3600,2,16,7.778,14,Black
52519,,2666,2,8,13.503,18,Black / White
52520,,4800,2,8,7.917,19,Black
52521,,4000,2,32,9,18,Black
52522,,3200,2,8,10,16,Black / Silver
52523,,6000,1,16,13.333,40,Black
52524,,3600,1,8,10,18,White
52525,,3200,1,32,13.75,22,
52526,,6400,1,16,10,32,Silver / Black
52527,,3200,2,32,10,16,Black
52528,,6000,8,16,10,30,Black / White
52529,,6000,2,16,10.667,32,White
52530,,3600,2,8,10,18,White / Red
52531,,3200,1,32,13.75,22,Black
52532,,7600,1,16,10,38,Silver / Black
52533,,2666,2,16,12.003,16,
52534,,3600,2,16,7.778,14,Gray
52535,,2666,1,4,13.503,18,Black / Blue
52536,,1866,1,32,13.934,13,Gray
52537,,2400,1,4,14.167,17,Green / Black
52538,,5600,1,16,14.286,40,Black
52539,,6000,2,16,12,36,White / Black
52540,,1600,2,8,12.5,10,Blue
52541,,3600,2,16,10,18,Silver
52542,,3600,2,32,10,18,Black / Silver
52543,,6400,1,32,10,32,Silver / White
52544,,1600,2,8,13.75,11,Black / Green
52545,,4400,2,8,7.273,16,Black
52546,,3200,1,16,13.75,22,
52547,,5600,1,16,16.429,46,Black
52548,,2133,2,8,9.376,10,Black / Blue
52549,,2400,4,8,12.5,15,Red
52550,,4266,2,16,7.97,17,Black
52551,,3200,4,16,10,16,Black / Gray
52552,,3600,2,8,8.889,16,Black / Silver
52553,,3200,2,8,8.75,14,White
52554,,4000,4,8,8.5,17,Silver
52555,,4000,2,8,7.5,15,Black
52556,,4000,2,16,9,18,Black
52557,,3200,2,32,10,16,Black
52558,,5200,2,8,16.154,42,Black
52559,,3200,2,8,9.375,15,Black
52560,,2933,2,8,10.91,16,Black
52561,,1600,1,4,11.25,9,Black / Red
52562,,2400,2,8,12.5,15,Black / Red
52563,,3200,2,16,10,16,Black / Yellow
52564,,4000,2,8,9,18,Black
52565,,2666,1,8,14.254,19,Green
52566,,5200,2,16,15.385,40,Black
52567,,3600,1,16,10,18,Black
52568,,6400,4,16,10,32,Black
52569,,7200,1,24,10.556,38,Silver / Black
52570,,1333,4,8,13.503,9,Black / Red
52571,,1866,2,8,10.718,10,Black
52572,,2133,2,8,10.314,11,Black / Silver
52573,,1600,2,4,13.75,11,Black / Green
52574,,2400,8,8,7.5,9,Black / Silver
52575,,2133,1,4,13.127,14,Black / White
52576,,1600,1,4,13.75,11,Black / Green
52577,,2133,2,8,13.127,14,Silver / White
52578,,3600,2,8,8.889,16,Black
52579,,3200,2,8,10,16,White
52580,,3200,1,8,11.25,18,White / Silver
52581,,3200,2,8,10,16,White / Black
52582,,2400,1,16,13.333,16,Silver / Black
52583,,3466,2,16,9.233,16,Black
52584,,3200,1,8,10,16,Silver / Black
52585,,2400,1,16,12.5,15,Black
52586,,3000,2,16,10.667,16,Black
52587,,3000,2,16,10.667,16,Silver / Red
52588,,2666,4,8,12.003,16,Black / Silver
52589,,3000,2,32,10,15,Silver / Black
52590,,3600,2,16,7.778,14,Silver
52591,,3200,4,32,8.75,14,Gold
52592,,3200,2,32,10,16,Black
52593,,2666,1,64,14.254,19,
52594,,3200,1,8,10,16,Black / Silver
52595,,5600,2,8,12.857,36,Gray
52596,,3200,4,8,10,16,Black
52597,,3200,1,8,13.75,22,Black
52598,,7200,2,16,10,36,Silver
52599,,3200,1,8,10,16,Black
52600,,3600,1,8,10,18,White
52601,,5600,1,16,12.857,36,White
52602,,7000,2,16,9.143,32,Black
52603,,4800,8,32,15,36,Black
52604,,4800,2,16,16.667,40,Black
52605,,4800,2,48,16.667,40,Black
52606,,4266,2,16,7.501,16,Gold
52607,,5600,2,16,16.429,46,Black
52608,,1600,1,16,13.75,11,Black / Green
52609,,3600,2,8,7.778,14,Red
52610,,3200,2,16,8.75,14,Black
52611,,3600,4,16,8.889,16,Silver
52612,,5200,2,32,15.385,40,Black / White
52613,,5600,2,16,10.714,30,Black
52614,,3600,4,16,10,18,Black
52615,,1866,2,8,11.79,11,
52616,,3600,4,32,10,18,Black
52617,,5200,2,32,13.846,36,Black
52618,,3200,8,16,10,16,Gray / Red
52619,,5600,2,16,10.714,30,White / Black
52620,,6800,2,16,10,34,Black
52621,,6400,4,32,10,32,Black
52622,,1600,1,8,12.5,10,Black / Red
52623,,2133,2,16,14.065,15,Black / Green
52624,,2666,1,32,14.254,19,Green / Black
52625,,3600,2,16,7.778,14,Black / White
52626,,5600,1,16,14.286,40,White
52627,,1600,2,4,11.25,9,Black / Blue
52628,,1600,2,8,11.25,9,Black / Silver
52629,,2666,4,16,12.003,16,White
52630,,3600,2,8,10.556,19,Black
52631,,2666,2,8,13.503,18,Red
52632,,3200,8,32,10,16,Black
52633,,4000,2,16,9,18,Black
52634,,3200,1,8,10,16,Red / Black
52635,,3600,2,32,10,18,White
52636,,6400,2,16,10,32,Silver / Black
52637,,1333,3,2,13.503,9,Black / White
52638,,1600,2,2,11.25,9,Black / Red
52639,,1066,2,4,13.133,7,Green
52640,,1600,2,8,10,8,Black / Yellow
52641,,2400,4,8,8.333,10,Black / Red
52642,,1866,2,8,10.718,10,Gold
52643,,1600,2,4,12.5,10,White / Silver
52644,,1333,1,8,13.503,9,Red / Silver
52645,,1600,4,8,11.25,9,Black / Silver
52646,,2400,4,8,12.5,15,Black
52647,,2400,4,4,12.5,15,Black / Silver
52648,,2133,2,8,12.189,13,Red
52649,,2400,4,4,12.5,15,Black / Red
52650,,3000,4,8,10,15,Black / White
52651,,2800,2,16,10,14,Pink / Silver
52652,,3000,1,16,10,15,Black / Yellow
52653,,2800,2,16,11.429,16,White / Gold
52654,,3200,4,16,10,16,Black / Silver
52655,,2400,2,8,11.667,14,Black / Gray
52656,,2400,1,64,14.167,17,Green / Black
52657,,2666,1,8,12.003,16,Red / White
52658,,2666,1,8,12.003,16,Silver / Black
52659,,3200,4,8,10,16,Silver / Black
52660,,2400,2,8,12.5,15,Black
52661,,3200,2,4,11.25,18,Black
52662,,4400,2,8,8.636,19,Black
52663,,3200,2,16,10,16,Black / Gold
52664,,3600,2,8,10,18,Red / Black
52665,,3466,2,32,9.81,17,Black
52666,,4000,2,16,7,14,Black / Silver
52667,,3200,1,16,10,16,White
52668,,3600,2,16,7.778,14,White
52669,,3600,1,8,10,18,Black
52670,,3200,2,8,10,16,Gray
52671,,3600,1,16,10,18,Black
52672,,3600,2,16,8.889,16,Black
52673,,3600,2,8,7.778,14,Black
52674,,6000,2,32,10,30,Black
52675,,3000,2,8,10.667,16,Blue
52676,,5200,2,16,14.615,38,Black
52677,,2666,2,16,9.752,13,Black / Silver
52678,,6000,1,16,12.667,38,White
52679,,3200,1,8,13.75,22,Red / Black
52680,,7200,1,16,9.444,34,White
52681,,4000,2,8,9,18,White
52682,,2133,1,8,14.065,15,Black
52683,,6000,2,32,10.667,32,Black
52684,,3200,2,16,13.75,22,Black
52685,,4800,2,32,16.667,40,Black
52686,,3600,2,8,7.778,14,Silver
52687,,6000,2,32,10,30,White
52688,,4000,2,8,8,16,Black
52689,,3600,2,32,8.889,16,Silver
52690,,3600,2,32,8.889,16,Gold
52691,,3600,4,16,8.889,16,Black
52692,,2400,2,8,9.167,11,Black / Red
52693,,3200,2,16,10,16,Red / Black
52694,,5600,2,16,10.714,30,Black
52695,,3200,2,8,10,16,Silver / Black
52696,,3200,2,16,13.75,22,Green / Black
52697,,3200,2,32,10,16,Black
52698,,4800,2,8,7.917,19,Black
52699,,7200,2,24,10.556,38,Silver / Black
52700,,4800,1,32,15,36,Black
52701,,2666,1,16,14.254,19,Green
52702,,3200,2,16,10,16,Black
52703,,3600,2,8,10,18,Black
52704,,1866,2,8,10.718,10,Black / Red
52705,,3200,2,8,10,16,Black
52706,,2400,1,8,13.333,16,
52707,,3600,4,8,8.889,16,Black
52708,,3200,2,16,8.75,14,Silver / Black
52709,,3200,2,8,10,16,White / Black
52710,,4800,1,32,15.833,38,Black
52711,,5600,1,32,14.286,40,Black
52712,,3733,1,16,10.179,19,Black
52713,,5600,2,32,12.857,36,Black
52714,,3200,2,16,8.75,14,Gray
52715,,3600,2,8,10,18,White
52716,,3200,1,16,10,16,Black
52717,,2400,2,4,9.167,11,Black / Red
52718,,2400,4,4,12.5,15,Black / Red
52719,,2400,2,8,12.5,15,Black
52720,,2400,1,16,14.167,17,Green
52721,,2400,2,8,14.167,17,Green / Black
52722,,1600,1,8,13.75,11,Green
52723,,3200,2,16,10,16,Black
52724,,2666,1,16,14.254,19,
52725,,4000,2,8,9,18,Black
52726,,2666,1,4,14.254,19,Green
52727,,5600,2,16,14.286,40,White
52728,,8000,1,16,9.5,38,Silver / White
52729,,1600,1,4,11.25,9,Black / Blue
52730,,1333,2,8,13.503,9,Black / Red
52731,,1866,1,8,10.718,10,Black / Red
52732,,1600,4,8,11.25,9,Black / Silver
52733,,2133,1,8,14.065,15,Black / Green
52734,,1600,2,4,11.25,9,Black / Silver
52735,,2400,1,4,14.167,17,Blue / Silver
52736,,2666,2,8,11.253,15,Blue
52737,,3200,2,16,10,16,Black / Silver
52738,,2133,2,16,13.127,14,Black / Silver
52739,,2400,2,16,12.5,15,Black / Silver
52740,,3200,2,16,10,16,Black / Red
52741,,3000,2,8,10,15,Black / White
52742,,2666,4,8,14.254,19,Green
52743,,2400,2,8,12.5,15,Red
52744,,2400,1,32,14.167,17,Green / Black
52745,,3000,2,8,10,15,Red / Black
52746,,2933,1,32,14.32,21,Green / Black
52747,,2666,2,8,12.003,16,Black
52748,,3600,2,8,10,18,White
52749,,3600,2,32,8.889,16,Black
52750,,3600,4,32,10,18,Black
52751,,3600,4,16,8.889,16,Silver
52752,,3600,2,32,10,18,Black
52753,,3600,1,8,10,18,Gray
52754,,4266,2,16,8.908,19,Black
52755,,4200,2,8,9.048,19,Black
52756,,5200,2,32,15.385,40,Gray
52757,,5600,2,32,10.714,30,Black
52758,,5600,2,8,14.286,40,Red
52759,,6000,1,24,12,36,Black
52760,,7200,8,32,9.444,34,Black
52761,,5600,2,32,16.429,46,Black
52762,,5600,1,32,14.286,40,Black
52763,,5600,2,24,16.429,46,Black
52764,,4000,2,16,9.5,19,Black
52765,,3600,2,32,10,18,Black
52766,,2666,2,16,14.254,19,Green / Black
52767,,3600,1,16,8.889,16,Black
52768,,4133,2,8,9.194,19,Black
52769,,3600,2,16,8.889,16,Black
52770,,3600,2,8,7.778,14,Red
52771,,3200,1,32,13.75,22,
52772,,1333,2,4,13.503,9,Black / Red
52773,,2666,4,4,11.253,15,Black / Silver
52774,,3200,2,8,10,16,Silver / White
52775,,3200,2,8,8.75,14,Silver / Black
52776,,3600,2,16,8.889,16,White
52777,,3200,2,8,10,16,Black / White
52778,,3200,1,16,10,16,White
52779,,5600,2,24,14.286,40,Black
52780,,6400,1,24,10,32,Silver / Black
52781,,6400,4,32,10,32,Black
52782,,1600,2,8,11.25,9,Black / Red
52783,,2400,2,8,12.5,15,Red
52784,,1600,2,4,13.75,11,Green
