model_no,chipset,memory,memory_type,core_clock,boost_clock
44399,GeForce GT 720,1,,797,
44400,Radeon R9 290X,4,,1030,
44401,Radeon R5 230,1,,625,
44402,FirePro RG220A,0.5,,500,
44403,FirePro W600,2,,600,
44404,FirePro W5000,2,,825,
44405,FirePro V5900,2,,600,
44406,FirePro 2460,0.5,,600,
44407,FirePro R5000,2,,825,
44408,FirePro V8800,2,,825,
44409,FirePro W9000,6,,975,
44410,FirePro R5000,2,,825,
44411,FirePro 2270,1,,600,
44412,GeForce GT 730,2,,1006,
44413,GeForce GTX 970,4,,1050,1178
44414,GeForce GTX 970,4,,1165,
44415,GeForce GTX 970,4,,1228,1380
44416,GeForce GTX 960,2,,1266,1329
44417,GeForce GTX 750,2,,1020,1085
44418,Quadro K5000,4,,706,
44419,Quadro 410,0.5,,706,
44420,Quadro K2000,2,,954,
44421,GeForce GTX 980,4,,1228,1329
44422,Radeon R9 280X,3,,850,1000
44423,GeForce GTX 970,4,,1076,1216
44424,GeForce GTX 970,4,,1152,1279
44425,GeForce GTX 980,4,,1228,1329
44426,GeForce GT 740,2,,993,
44427,GeForce GTX 760,2,,1085,1150
44428,GeForce GTX Titan X,12,,1000,1075
44429,GeForce GTX 960,4,,1216,1279
44430,GeForce GTX Titan X,12,,1000,1075
44431,GeForce GTX Titan X,12,,1000,1075
44432,Radeon R9 270X,2,,1050,1000
44433,Radeon R9 290,4,,975,
44434,GeForce GTX 970,4,,1126,1266
44435,GeForce GTX 980,4,,1126,1216
44436,GeForce GT 740,2,,900,
44437,Radeon R7 360,2,,1050,
44438,Radeon R7 370,4,,995,
44439,Radeon R9 380,4,,990,
44440,Radeon R9 390X,8,,1090,
44441,Radeon R9 380,4,,990,
44442,Radeon R7 370,2,,970,1020
44443,Radeon R9 380,2,,980,
44444,Radeon R9 380,2,,970,1000
44445,Radeon R9 390,8,,1000,
44446,Radeon R9 390X,8,,1055,
44447,Radeon R7 370,2,,985,
44448,Radeon R7 360,2,,1100,
44449,Radeon R9 Fury X,4,,1050,
44450,Radeon R9 Fury X,4,,1050,
44451,Radeon R9 Fury X,4,,1050,
44452,Radeon R9 Fury X,4,,1050,
44453,Radeon R9 Fury X,4,,1050,
44454,Radeon R9 390,8,,1000,
44455,GeForce GTX 760,4,,1006,1072
44456,Radeon R7 360,2,,1050,
44457,Radeon R9 Fury,4,,1000,1020
44458,Radeon R9 290,4,,1030,
44459,Radeon R9 380,4,,990,
44460,Radeon R9 380,2,,970,
44461,Radeon R9 380,4,,990,
44462,Radeon R9 270X,2,,1050,1100
44463,GeForce GTX 950,2,,1102,1279
44464,Radeon R7 370,2,,995,
44465,GeForce GTX 960,4,,1178,1241
44466,Radeon R7 370,4,,985,
44467,GeForce GTX 950,2,,1203,1405
44468,GeForce GTX 980 Ti,6,,1026,1114
44469,GeForce GTX 980 Ti,6,,1152,1241
44470,Radeon R9 380X,4,,1020,
44471,GeForce GTX 980 Ti,6,,1216,1317
44472,GeForce GTX 970,4,,1140,1279
44473,Radeon R9 Fury,4,,1020,
44474,Radeon R5 220,1,,650,
44475,Radeon R7 360,2,,1070,1090
44476,GeForce GT 710,1,,954,
44477,GeForce GTX 980 Ti,6,,1000,1076
44478,GeForce GTX 960,4,,1152,1216
44479,Radeon R9 380X,4,,1002,
44480,Radeon R7 370,4,,1075,
44481,GeForce GT 710,1,,954,
44482,GeForce GTX 960,4,,1279,1367
44483,GeForce GTX 1080,8,,1607,1733
44484,GeForce GTX 1080,8,,1607,1733
44485,GeForce GTX 1080,8,,1708,1847
44486,GeForce GTX 1080,8,,1607,1733
44487,GeForce GTX 1080,8,,1607,1733
44488,GeForce GTX 1070,8,,1506,1683
44489,GeForce GTX 1070,8,,1670,1873
44490,Radeon RX 480,8,,1120,1288
44491,Radeon RX 480,8,,1120,1266
44492,GeForce GTX 1070,8,,1670,1873
44493,GeForce GTX 1060 6GB,6,,1569,1784
44494,GeForce GTX 1060 6GB,6,,1620,1847
44495,Radeon RX 460,2,,1090,1220
44496,Radeon RX 460,2,,1090,1220
44497,Radeon RX 460,2,,1090,1220
44498,Radeon RX 460,4,,1090,1220
44499,Radeon RX 460,2,,1090,1212
44500,Radeon RX 470,4,,926,1210
44501,GeForce GTX 1080,8,,1657,1797
44502,GeForce GTX 1060 3GB,3,,1506,1708
44503,GeForce GTX 1070,8,,1506,1721
44504,GeForce GTX 1070,8,,1600,1800
44505,Radeon RX 480,8,,1120,1288
44506,GeForce GTX 1080 Ti,11,,1480,1584
44507,GeForce GTX 1080 Ti,11,,1480,1582
44508,Radeon RX 570,4,,1168,1268
44509,Radeon RX 550 - 512,4,,1100,1203
44510,GeForce GTX 1080 Ti,11,,1556,1670
44511,GeForce GTX 1080 Ti,11,,1569,1683
44512,GeForce GTX 1080 Ti,11,,1480,1582
44513,Radeon RX VEGA 64,8,,1247,1546
44514,Radeon RX VEGA 64,8,,1247,1546
44515,Radeon RX VEGA 64,8,,1247,1546
44516,Radeon RX VEGA 56,8,,1156,1471
44517,Radeon RX VEGA 56,8,,1156,1471
44518,Radeon R7 370,4,,975,
44519,Radeon R7 360,2,,1060,
44520,Radeon RX 550 - 512,2,,1183,1195
44521,GeForce GTX 1070 Ti,8,,1607,1683
44522,GeForce GTX 670,2,,915,980
44523,GeForce GT 730,2,,902,
44524,Radeon RX 550 - 640,2,,1071,1206
44525,GeForce RTX 2080,8,,1515,1710
44526,GeForce RTX 2080,8,,1515,1815
44527,GeForce RTX 2080 Ti,11,,1350,
44528,Radeon RX VEGA 64,8,,1406,1677
44529,Radeon RX VEGA 56,8,,1156,1471
44530,GeForce GTX 1080,8,,1607,1733
44531,GeForce RTX 2080,8,,1515,1860
44532,GeForce RTX 2060,6,,1365,1680
44533,GeForce RTX 2060,6,,1365,1680
44534,Radeon VII,16,,1400,1750
44535,GeForce GTX 1660 Ti,6,,1500,1770
44536,GeForce GTX 1660,6,,1530,1830
44537,GeForce GTX 1660,6,,1530,1845
44538,GeForce GTX 1660,6,,1530,1785
44539,GeForce GTX 1660,6,,1530,1815
44540,GeForce GTX 1660,6,,1530,1830
44541,GeForce GTX 1660,6,,1530,1845
44542,Radeon RX 550 - 512,4,,1183,1203
44543,Radeon R5 230,2,,1000,1050
44544,GeForce RTX 2080,8,,1515,1860
44545,GeForce RTX 2070 SUPER,8,,1605,1830
44546,Radeon RX 5700,8,,1465,1725
44547,GeForce RTX 2080 Ti,11,,1350,1575
44548,Radeon RX 5700 XT,8,,1605,1905
44549,GeForce RTX 2080 SUPER,8,,1650,1860
44550,GeForce RTX 2070 SUPER,8,,1605,1815
44551,GeForce RTX 2070 SUPER,8,,1605,1815
44552,GeForce RTX 2080 SUPER,8,,1650,1845
44553,GeForce RTX 2080 SUPER,8,,1650,1845
44554,GeForce RTX 2080 SUPER,8,,1650,1815
44555,Radeon RX 5500 XT,4,,1685,1845
44556,GeForce RTX 2080 Ti,11,,1350,1545
44557,GeForce RTX 2060,6,,1365,1830
44558,GeForce RTX 2080 Ti,11,,1350,1545
44559,GeForce RTX 2070 SUPER,8,,1605,1815
44560,GeForce RTX 2060 SUPER,8,,1470,1710
44561,GeForce RTX 2060,6,,1365,1680
44562,GeForce RTX 2080 SUPER,8,,1650,1860
44563,GeForce RTX 3090,24,,1395,1755
44564,GeForce RTX 3090,24,,1395,
44565,GeForce RTX 3070,8,,1500,1785
44566,GeForce RTX 3060 Ti,8,,1410,1710
44567,Radeon RX 6800,16,,1700,2190
44568,GeForce RTX 3070 Ti,8,,1575,1815
44569,GeForce RTX 3080 Ti,12,,1365,1725
44570,GeForce RTX 3060 Ti LHR,8,,1410,1665
44571,GeForce RTX 3060 Ti LHR,8,,1410,1695
44572,GeForce RTX 3060 Ti LHR,8,,1410,1695
44573,GeForce RTX 3070,8,,1500,1785
44574,GeForce RTX 3080 10GB LHR,10,,1440,1740
44575,GeForce RTX 3080 12GB LHR,12,,1260,1770
44576,GeForce RTX 3080 12GB LHR,12,,1260,1755
44577,GeForce RTX 3080 12GB LHR,12,,1260,1755
44578,GeForce RTX 3080 12GB LHR,12,,1260,1725
44579,GeForce RTX 3090 Ti,24,,1560,1875
44580,GeForce GT 710,1,,954,
44581,GeForce RTX 3080 10GB LHR,10,,1710,
44582,Radeon RX 6650 XT,8,,2055,
44583,GeForce RTX 3080 12GB LHR,12,,1260,1800
44584,GeForce GTX 1630,4,,1740,1785
44585,GeForce GTX 1630,4,,1740,1785
44586,GeForce GTX 1630,4,,1740,
44587,GeForce GTX 1630,4,,1740,1785
44588,Radeon RX 580,8,,1257,
44589,GeForce GTX 1650 G6,4,,1410,1620
44590,GeForce RTX 4090,24,,2235,2535
44591,Radeon RX 7900 XT,20,,1500,2394
44592,Radeon RX 7900 XT,20,,1500,2394
44593,Radeon RX 7900 XTX,24,,1855,2499
44594,GeForce RTX 4080,16,,2205,2505
44595,GeForce RTX 2060,6,,1365,1680
44596,Radeon RX 5500 XT,4,,1607,1845
44597,GeForce RTX 3060 Ti,8,,1410,1665
44598,Radeon RX 5600 XT,6,,1247,1620
44599,Radeon RX 5700,8,,1565,1750
44600,GeForce RTX 4080,16,,2205,2505
44601,GeForce RTX 3070 Ti,8,,1575,1770
44602,GeForce RTX 3060 Ti,8,,1410,1665
44603,GeForce RTX 4080,16,,2205,2520
44604,GeForce RTX 3050 6GB,6,,1040,1500
44605,FirePro V4900,1,,,
44606,GeForce GTX 780 Ti,3,,875,928
44607,GeForce GTX 460,0.75,,,
44608,GeForce GTX 460,0.75,,715,
44609,GeForce GTX 465,1,,607,
44610,GeForce GTX 470,1.25,,630,
44611,GeForce GTX 470,1.25,,607,
44612,GeForce GTX 480,1.5,,700,
44613,Radeon HD 4650,1,,650,
44614,Radeon HD 5670,1,,,
44615,Radeon HD 5750,1,,740,
44616,Radeon HD 5750,1,,700,
44617,Radeon HD 5770,1,,900,
44618,Radeon HD 5830,1,,800,
44619,Radeon HD 5850,1,,765,
44620,Radeon HD 5870,2,,850,
44621,Radeon HD 5870,1,,870,
44622,Radeon HD 5870,1,,,
44623,Radeon HD 5870,1,,850,
44624,GeForce GTX 470,1.25,,607,
44625,GeForce GTX 470,1.25,,,
44626,GeForce 9600 GSO,1.5,,600,
44627,GeForce GTX 460,1,,720,
44628,GeForce GTX 460,1,,720,
44629,GeForce GTX 460,1,,763,
44630,GeForce GTX 460,1,,763,
44631,Radeon HD 4850,1,,625,
44632,Radeon HD 5550,1,,550,
44633,GeForce GTS 250,1,,675,
44634,GeForce GTS 250,1,,675,
44635,Radeon HD 4670,1,,750,
44636,Radeon HD 5870,1,,850,
44637,GeForce GTX 465,1,,607,
44638,Radeon HD 5970,2,,725,
44639,GeForce 8400 GS,0.5,,450,
44640,GeForce GTS 250,0.5,,675,
44641,GeForce GTS 250,0.5,,738,
44642,GeForce 8400 GS,0.5,,567,
44643,Radeon HD 4650,1,,600,
44644,Radeon HD 4350,0.5,,600,
44645,Radeon HD 5970,4,,,
44646,Radeon HD 5970,2,,,
44647,Radeon HD 5870,2,,,
44648,Radeon HD 5870,1,,850,
44649,Radeon HD 4670,0.5,,750,
44650,Radeon HD 5830,1,,800,
44651,Radeon HD 4350,0.5,,600,
44652,Radeon HD 4550,0.5,,625,
44653,Radeon HD 4550,1,,625,
44654,Radeon HD 5570,1,,650,
44655,GeForce 8400 GS,0.5,,567,
44656,GeForce 9500 GT,0.5,,550,
44657,GeForce 9500 GT,1,,550,
44658,GeForce GTS 250,1,,,
44659,GeForce 8400 GS,0.5,,567,
44660,Radeon HD 5850,1,,765,
44661,GeForce GTX 460,0.75,,,
44662,GeForce GTX 480,1.5,,700,
44663,Radeon HD 5670,1,,,
44664,Radeon HD 5670,0.5,,775,
44665,Radeon HD 6950,2,,800,
44666,Radeon HD 6970,2,,880,
44667,Radeon HD 6950,2,,800,
44668,Radeon HD 6970,2,,880,
44669,Radeon HD 6950,2,,800,
44670,Radeon HD 6970,2,,880,
44671,Radeon HD 6950,2,,,
44672,Radeon HD 6970,2,,,
44673,Radeon HD 6970,2,,880,
44674,Radeon HD 6970,2,,,
44675,Radeon HD 6950,2,,800,
44676,GeForce GTX 570,1.25,,742,
44677,GeForce GTX 570,1.25,,732,
44678,GeForce GTX 570,1.25,,797,
44679,GeForce GTX 580,1.5,,797,
44680,GeForce GTX 570,1.25,,732,
44681,GeForce GTX 570,1.25,,732,
44682,GeForce GTX 580,1.5,,823,
44683,GeForce GTX 570,1.25,,732,
44684,GeForce GTX 570,1.25,,732,
44685,Radeon HD 6870,1,,900,
44686,Radeon HD 6870,1,,900,
44687,Radeon HD 6870,1,,900,
44688,Radeon HD 6870,1,,900,
44689,Radeon HD 6870,1,,900,
44690,Radeon HD 6870,1,,900,
44691,Radeon HD 6870,1,,940,
44692,Radeon HD 6870,1,,900,
44693,Radeon HD 6870,1,,940,
44694,Radeon HD 6850,1,,775,
44695,Radeon HD 6850,1,,775,
44696,Radeon HD 6850,1,,820,
44697,Radeon HD 6850,1,,820,
44698,Radeon HD 6850,1,,775,
44699,Radeon HD 6850,1,,820,
44700,Radeon HD 6850,1,,800,
44701,Radeon HD 5750,1,,700,
44702,Radeon HD 5750,1,,700,
44703,Radeon HD 5750,1,,700,
44704,Radeon HD 5750,1,,700,
44705,Radeon HD 5750,1,,700,
44706,Radeon HD 5750,1,,700,
44707,Radeon HD 5750,1,,700,
44708,Radeon HD 4650,1,,600,
44709,Radeon HD 4650,1,,600,
44710,Radeon HD 4650,0.5,,600,
44711,Radeon HD 4670,1,,750,
44712,Radeon HD 5770,1,,850,
44713,Radeon HD 5770,1,,850,
44714,Radeon HD 5770,1,,850,
44715,Radeon HD 5770,1,,850,
44716,Radeon HD 5770,1,,850,
44717,Radeon HD 5770,1,,850,
44718,Radeon HD 5770,1,,875,
44719,Radeon HD 5770,1,,900,
44720,Radeon HD 5770,1,,850,
44721,Radeon HD 5770,1,,850,
44722,Radeon HD 5770,1,,850,
44723,GeForce GTX 460,1,,850,
44724,GeForce GTX 460,0.75,,675,
44725,GeForce GTX 460,0.75,,763,
44726,GeForce GTX 460,0.75,,763,
44727,GeForce GTX 460,1,,810,
44728,Radeon HD 5870 X2,4,,850,
44729,Radeon HD 5550,1,,550,
44730,Radeon HD 5570,1,,650,
44731,Radeon HD 5670,0.5,,774,
44732,Radeon HD 5830,1,,800,
44733,Radeon HD 5850,1,,765,
44734,Radeon HD 5970,4,,850,
44735,Radeon HD 6950,2,,800,
44736,Radeon HD 5450,1,,650,
44737,Radeon HD 5870,2,,850,
44738,Radeon HD 5830,1,,800,
44739,Radeon HD 5830,1,,800,
44740,Radeon HD 5670,1,,775,
44741,Radeon HD 5670,0.5,,775,
44742,Radeon HD 5570,1,,650,
44743,Radeon HD 5550,1,,550,
44744,Radeon HD 5450,0.5,,650,
44745,Radeon HD 4670,1,,750,
44746,Radeon HD 5450,0.5,,650,
44747,Radeon HD 5450,0.5,,700,
44748,Radeon HD 5670,1,,790,
44749,Radeon HD 6870,1,,915,
44750,Radeon HD 5450,0.5,,650,
44751,Radeon HD 5450,0.5,,550,
44752,Radeon HD 5450,1,,550,
44753,Radeon HD 5550,1,,,
44754,Radeon HD 5550,1,,650,
44755,Radeon HD 5570,1,,650,
44756,Radeon HD 5670,1,,775,
44757,Radeon HD 6850,1,,775,
44758,Radeon HD 4350,0.5,,600,
44759,Radeon HD 5450,0.5,,650,
44760,Radeon HD 5550,1,,550,
44761,Radeon HD 5570,1,,650,
44762,Radeon HD 5670,1,,775,
44763,Radeon HD 5750,1,,700,
44764,Radeon HD 5830,1,,825,
44765,Radeon HD 5850,1,,725,
44766,Radeon HD 4350,0.5,,650,
44767,Radeon HD 5670,0.5,,775,
44768,Radeon HD 5670,1,,,
44769,Radeon HD 5850,1,,725,
44770,Radeon HD 5870,1,,875,
44771,Radeon HD 5850,1,,725,
44772,Radeon HD 5450,1,,650,
44773,Radeon HD 5550,1,,550,
44774,Radeon HD 5550,0.5,,550,
44775,Radeon HD 5570,1,,650,
44776,Radeon HD 5570,1,,650,
44777,Radeon HD 4550,1,,600,
44778,Radeon HD 4350,1,,575,
44779,Radeon HD 5670,0.5,,775,
44780,Radeon HD 5670,1,,775,
44781,Radeon HD 5670,1,,775,
44782,Radeon HD 5450,0.5,,650,
44783,Radeon HD 5450,0.5,,650,
44784,Radeon HD 5450,1,,600,
44785,Radeon HD 5570,2,,,
44786,Radeon HD 5570,1,,650,
44787,Radeon HD 5570,1,,650,
44788,Radeon HD 5550,1,,550,
44789,Radeon HD 4550,0.5,,600,
44790,Radeon HD 5670,1,,775,
44791,Radeon HD 5450,0.5,,650,
44792,Radeon HD 5450,1,,650,
44793,Radeon HD 6870,1,,900,
44794,GeForce GTX 460,1,,725,
44795,GeForce GTX 460,1,,675,
44796,GeForce GTX 470,1.25,,607,
44797,GeForce GTX 580,1.5,,782,
44798,GeForce GTX 460,1,,765,
44799,GeForce GTX 460,1,,675,
44800,GeForce GTX 460,1,,675,
44801,GeForce GTX 580,1.5,,772,
44802,GeForce GTX 580,1.5,,797,
44803,GeForce GTX 460 SE,1,,650,
44804,GeForce GTX 460 SE,1,,720,
44805,GeForce GTX 460,1,,850,
44806,GeForce GTX 460,1,,850,
44807,GeForce GTX 465,1,,625,
44808,GeForce GTX 460,1,,760,
44809,GeForce GTX 460,1,,815,
44810,GeForce GTX 465,1,,607,
44811,GeForce GTX 460,0.75,,675,
44812,GeForce GTX 460,1,,780,
44813,GeForce GTX 460,1,,810,
44814,GeForce GTX 465,1,,607,
44815,GeForce GTX 480,1.5,,750,
44816,GeForce GTX 480,1.5,,700,
44817,GeForce GTX 570,1.25,,780,
44818,GeForce GTX 580,1.5,,772,
44819,GeForce GTX 465,1,,607,
44820,GeForce GTX 470,1.25,,607,
44821,GeForce GTX 480,1.5,,700,
44822,GeForce GTX 460,1,,700,
44823,GeForce GTX 460,2,,700,
44824,GeForce GTX 460,0.75,,675,
44825,GeForce GTX 465,1,,607,
44826,GeForce GTX 470,1.25,,607,
44827,GeForce GTX 460,1,,790,
44828,GeForce GTX 460,2,,710,
44829,GeForce GTX 460,1,,710,
44830,GeForce 9400 GT,0.5,,550,
44831,GeForce GTX 560 Ti,1,,900,
44832,GeForce GTX 560 Ti,1,,850,
44833,GeForce GTX 570,1.25,,732,
44834,GeForce GTX 570,1.25,,780,
44835,GeForce GTX 580,1.5,,795,
44836,GeForce GTX 580,1.5,,772,
44837,Radeon HD 5850,2,,765,
44838,GeForce 8400 GS,0.5,,567,
44839,GeForce GTX 460,1,,775,
44840,GeForce 9500 GT,1,,,
44841,GeForce GTS 450,1,,850,
44842,GeForce GTS 450,1,,783,
44843,GeForce GTS 450,1,,783,
44844,GeForce 8400 GS,0.5,,567,
44845,GeForce 8400 GS,1,,,
44846,GeForce 8400 GS,1,,520,
44847,GeForce GT 430,1,,735,
44848,GeForce GTX 460,2,,700,
44849,GeForce 7200 GS,0.25,,450,
44850,GeForce GT 430,1,,730,
44851,GeForce GTS 450,1,,810,
44852,GeForce GTS 450,1,,830,
44853,GeForce GT 430,1,,785,
44854,GeForce GT 430,1,,785,
44855,GeForce GT 440,1,,810,
44856,GeForce GTS 450,1,,850,
44857,GeForce GTS 450,1,,783,
44858,GeForce GTS 450,1,,850,
44859,GeForce GTX 570,1.25,,786,
44860,Radeon HD 6850,1,,860,
44861,Radeon HD 6870,1,,930,
44862,Radeon HD 5870,2,,,
44863,Radeon HD 5670,1,,,
44864,Radeon HD 5670,1,,775,
44865,Radeon HD 6970,2,,,
44866,Radeon HD 6950,1,,,
44867,Radeon HD 6870,1,,900,
44868,Radeon HD 6870,1,,900,
44869,GeForce GTX 560 Ti,1,,820,
44870,GeForce GTS 450,1,,789,
44871,GeForce GTS 450,1,,850,
44872,GeForce GT 430,1,,700,
44873,GeForce GT 430,2,,700,
44874,Radeon HD 5450,1,,650,
44875,Radeon HD 6870,1,,940,
44876,Radeon HD 6950,1,,830,
44877,Radeon HD 6950,1,,800,
44878,Radeon HD 5550,1,,550,
44879,GeForce GT 430,1,,700,
44880,GeForce GT 430,1,,700,
44881,GeForce GT 430,1,,700,
44882,GeForce GT 440,0.5,,810,
44883,GeForce GTS 450,1,,810,
44884,GeForce GT 430,1,,700,
44885,GeForce GT 430,1,,700,
44886,GeForce GTX 470,1.25,,607,
44887,GeForce GTX 560 Ti,1,,900,
44888,GeForce GTX 570,1.25,,732,
44889,GeForce GTX 570,1.25,,797,
44890,GeForce 9800 GT,0.5,,550,
44891,GeForce GT 440,1,,810,
44892,GeForce GT 440,0.5,,810,
44893,Radeon HD 6970,2,,890,
44894,Radeon HD 6950,2,,810,
44895,Radeon HD 6970,2,,940,
44896,Radeon HD 6950,1,,800,
44897,Radeon HD 6950,1,,830,
44898,Radeon HD 6850,1,,820,
44899,Radeon HD 5670,1,,775,
44900,Radeon HD 4350,0.5,,600,
44901,Radeon HD 4670,1,,650,
44902,GeForce GTX 550 Ti,1,,975,
44903,Radeon HD 6990,4,,830,
44904,Radeon HD 6990,4,,830,
44905,Radeon HD 6990,4,,830,
44906,GeForce GT 430,1,,700,
44907,GeForce GTX 550 Ti,1,,951,
44908,GeForce GTX 560 Ti,1,,900,
44909,GeForce GTX 550 Ti,1,,900,
44910,GeForce GTX 550 Ti,1,,1000,
44911,Radeon HD 6990,4,,830,
44912,Radeon HD 4670,1,,750,
44913,Radeon HD 5450,1,,650,
44914,Radeon HD 5450,0.5,,650,
44915,Radeon HD 5450,1,,650,
44916,Radeon HD 5550,0.5,,550,
44917,Radeon HD 5570,1,,650,
44918,Radeon HD 5670,1,,775,
44919,Radeon HD 5750,1,,700,
44920,Radeon HD 5770,1,,850,
44921,Radeon HD 6790,1,,900,
44922,Radeon HD 6850,1,,775,
44923,Radeon HD 6850,1,,775,
44924,Radeon HD 6950,1,,840,
44925,Radeon HD 6970,2,,900,
44926,Radeon HD 6990,4,,830,
44927,GeForce GTX 580,1.5,,815,
44928,GeForce GTX 560 Ti,1,,950,
44929,GeForce GT 520,1,,810,
44930,Radeon HD 6950,1,,810,
44931,Radeon HD 6950,1,,800,
44932,GeForce GTX 550 Ti,1,,900,
44933,GeForce GTX 560 Ti,1,,850,
44934,GeForce GTX 560 Ti,1,,,
44935,GeForce GT 520,1,,810,
44936,GeForce GTX 460 X2,2,,700,
44937,GeForce GTX 560 Ti,1,,1000,
44938,Radeon HD 6670,1,,800,
44939,Radeon HD 5750,1,,700,
44940,Radeon HD 6870,1,,950,
44941,Radeon HD 6970,2,,900,
44942,Radeon HD 6970,2,,920,
44943,Radeon HD 5870,2,,850,
44944,Radeon HD 6450,1,,625,
44945,Radeon HD 6570,1,,650,
44946,Radeon HD 6670,1,,800,
44947,Radeon HD 6950,2,,840,
44948,Radeon HD 6570,1,,650,
44949,Radeon HD 6670,1,,800,
44950,Radeon HD 6850,1,,775,
44951,Radeon HD 6950,2,,850,
44952,Radeon HD 6990,4,,830,
44953,Radeon HD 6450,1,,625,
44954,Radeon HD 6670,1,,800,
44955,Radeon HD 6750,1,,700,
44956,Radeon HD 6770,1,,850,
44957,Radeon HD 6950,2,,800,
44958,Radeon HD 5670,1,,,
44959,Radeon HD 6950,2,,,
44960,Radeon HD 6450,0.5,,625,
44961,Radeon HD 6570,1,,,
44962,Radeon HD 6670,1,,,
44963,Radeon HD 6750,1,,,
44964,Radeon HD 6770,1,,,
44965,Radeon HD 6970,2,,880,
44966,Radeon HD 5450,1,,650,
44967,Radeon HD 5670,1,,775,
44968,Radeon HD 5770,1,,850,
44969,Radeon HD 6450,1,,625,
44970,Radeon HD 6970,2,,900,
44971,Radeon HD 5450,1,,650,
44972,Radeon HD 5570,1,,650,
44973,Radeon HD 6750,1,,700,
44974,Radeon HD 6770,1,,850,
44975,Radeon HD 6950,2,,850,
44976,Radeon HD 6770,1,,,
44977,Radeon HD 6770,1,,,
44978,Radeon HD 6770,1,,,
44979,Radeon HD 6570,1,,650,
44980,Radeon HD 6670,1,,800,
44981,Radeon HD 6750,1,,700,
44982,Radeon HD 6770,1,,850,
44983,Radeon HD 6450,1,,675,
44984,GeForce GT 440,1,,810,
44985,GeForce GT 440,0.5,,810,
44986,GeForce GTX 560 Ti,1,,822,
44987,GeForce GTX 560 Ti,1,,900,
44988,GeForce GTX 460 X2,2,,700,
44989,GeForce GT 520,1,,830,
44990,GeForce GTX 580,1.5,,855,
44991,GeForce GT 430,1,,730,
44992,GeForce GTX 560 Ti,1,,950,
44993,GeForce GTX 580,1.5,,832,
44994,GeForce GT 520,1,,810,
44995,GeForce GTX 570,1.25,,772,
44996,GeForce GTX 460,1,,720,
44997,GeForce GT 430,1,,700,
44998,GeForce GTX 570,1.25,,780,
44999,Radeon HD 5450,0.5,,650,
45000,GeForce GTX 560,1,,850,
45001,GeForce GTX 560,1,,925,
45002,GeForce GTS 450,1,,783,
45003,GeForce GTX 560,1,,810,
45004,GeForce GTX 560,1,,850,
45005,Radeon HD 6950,1,,800,
45006,Radeon HD 6790,1,,840,
45007,Radeon HD 6950,2,,880,
45008,Radeon HD 6970,2,,900,
45009,GeForce GTX 560,1,,810,
45010,GeForce GTX 560,1,,810,
45011,GeForce GTX 580,1.5,,805,
45012,Radeon HD 6790,1,,840,
45013,Radeon HD 6850,1,,775,
45014,GeForce GTX 580,1.5,,816,
45015,Radeon HD 5450,1,,,
45016,Radeon HD 6770,1,,850,
45017,Radeon HD 6570,1,,650,
45018,Radeon HD 6770,1,,850,
45019,Radeon HD 6770,1,,880,
45020,GeForce GT 430,1,,700,
45021,GeForce GTX 560,1,,810,
45022,GeForce GTX 570,1.25,,732,
45023,GeForce GTX 570,1.25,,822,
45024,GeForce GTS 450,1,,783,
45025,GeForce GTX 560,1,,900,
45026,GeForce GTX 560,2,,850,
45027,GeForce GT 520,2,,810,
45028,GeForce GTX 590,3,,630,
45029,GeForce GTX 570,1.25,,780,
45030,Radeon HD 6450,0.5,,625,
45031,Radeon HD 6770,1,,875,
45032,Radeon HD 6570,1,,670,
45033,Radeon HD 6750,1,,740,
45034,Radeon HD 6750,1,,700,
45035,Radeon HD 6770,1,,850,
45036,Radeon HD 6950,1,,870,
45037,Radeon HD 6670,1,,800,
45038,Radeon HD 6850,1,,775,
45039,Radeon HD 6770,1,,,
45040,Radeon HD 6770,1,,850,
45041,Radeon HD 6770,1,,900,
45042,Radeon HD 6870,1,,900,
45043,Radeon HD 6870 X2,2,,900,
45044,Radeon HD 6950,2,,850,
45045,GeForce GT 440,1,,810,
45046,Radeon HD 5830,1,,,
45047,GeForce GTX 580,3,,815,
45048,GeForce GT 520,1,,810,
45049,GeForce GTX 560,1,,950,
45050,Radeon HD 6950,1,,800,
45051,Radeon HD 6450,0.5,,,
45052,GeForce GT 430,1,,700,
45053,GeForce GT 520,2,,810,
45054,Radeon HD 5450,0.5,,650,
45055,Radeon HD 5570,1,,650,
45056,Radeon HD 6670,1,,800,
45057,Radeon HD 6790,1,,840,
45058,Radeon HD 6850,1,,775,
45059,Radeon HD 6950,2,,830,
45060,Radeon HD 6950,2,,830,
45061,Radeon HD 6950,1,,800,
45062,GeForce GTX 580,1.5,,857,
45063,GeForce GTX 580,1.5,,857,
45064,Radeon HD 6770,1,,850,
45065,GeForce GTX 580,1.5,,815,
45066,Radeon HD 6870,2,,,
45067,GeForce GTX 560 Ti,1,,850,
45068,GeForce GTX 570,1.25,,732,
45069,Radeon HD 6790,1,,840,
45070,GeForce GT 430,1,,700,
45071,Radeon HD 5450,0.5,,650,
45072,GeForce GTX 560 Ti,1,,835,
45073,GeForce GTX 580,1.5,,772,
45074,Radeon HD 6770,1,,775,
45075,GeForce GTX 550 Ti,1,,900,
45076,GeForce GT 440,0.5,,810,
45077,GeForce GT 520,1,,810,
45078,GeForce GTX 460,1,,763,
45079,GeForce GTX 460,1,,675,
