model_no,capacity,price_per_gb,type,cache,form_factor,interface
94336,64,,SSD,,2.5,SATA 3.0 Gb/s
94337,80,,SSD,,2.5,SATA 3.0 Gb/s
94338,80,,SSD,,2.5,SATA 3.0 Gb/s
94339,80,,SSD,,2.5,SATA 3.0 Gb/s
94340,160,,SSD,,2.5,SATA 3.0 Gb/s
94341,160,1.875,SSD,,2.5,SATA 3.0 Gb/s
94342,80,,SSD,,2.5,SATA 3.0 Gb/s
94343,80,,SSD,,2.5,SATA 3.0 Gb/s
94344,80,,SSD,,2.5,SATA 3.0 Gb/s
94345,80,,SSD,,2.5,SATA 3.0 Gb/s
94346,80,,SSD,,2.5,SATA 3.0 Gb/s
94347,80,,SSD,,2.5,SATA 3.0 Gb/s
94348,160,,SSD,,2.5,SATA 3.0 Gb/s
94349,160,,SSD,,2.5,SATA 3.0 Gb/s
94350,40,,SSD,,2.5,SATA 3.0 Gb/s
94351,750,,HDD,32,3.5,SATA 3.0 Gb/s
94352,320,,HDD,16,3.5,SATA 3.0 Gb/s
94353,250,,HDD,16,3.5,SATA 3.0 Gb/s
94354,750,,HDD,32,3.5,SATA 3.0 Gb/s
94355,320,,HDD,16,3.5,SATA 3.0 Gb/s
94356,320,,HDD,8,3.5,SATA 3.0 Gb/s
94357,250,,HDD,16,3.5,SATA 3.0 Gb/s
94358,250,,HDD,8,3.5,SATA 3.0 Gb/s
94359,160,,HDD,8,3.5,SATA 3.0 Gb/s
94360,640,,HDD,16,3.5,SATA 3.0 Gb/s
94361,1500,,HDD,16,3.5,SATA 3.0 Gb/s
94362,1000,,HDD,32,3.5,SATA 3.0 Gb/s
94363,750,,HDD,32,3.5,SATA 3.0 Gb/s
94364,640,,HDD,16,3.5,SATA 3.0 Gb/s
94365,500,,HDD,16,3.5,SATA 3.0 Gb/s
94366,320,,HDD,16,3.5,SATA 3.0 Gb/s
94367,250,,HDD,16,3.5,SATA 3.0 Gb/s
94368,750,,HDD,32,3.5,SATA 3.0 Gb/s
94369,640,,HDD,16,3.5,SATA 3.0 Gb/s
94370,500,,HDD,16,3.5,SATA 3.0 Gb/s
94371,250,,HDD,16,3.5,SATA 3.0 Gb/s
94372,80,,HDD,8,3.5,SATA 3.0 Gb/s
94373,750,,HDD,32,3.5,SATA 3.0 Gb/s
94374,500,,HDD,16,3.5,SATA 3.0 Gb/s
94375,320,,HDD,16,3.5,SATA 3.0 Gb/s
94376,250,,HDD,16,3.5,SATA 3.0 Gb/s
94377,1000,,HDD,32,3.5,SATA 3.0 Gb/s
94378,750,,HDD,32,3.5,SATA 3.0 Gb/s
94379,640,,HDD,16,3.5,SATA 3.0 Gb/s
94380,500,,HDD,16,3.5,SATA 3.0 Gb/s
94381,320,,HDD,8,3.5,SATA 3.0 Gb/s
94382,250,,HDD,8,3.5,SATA 3.0 Gb/s
94383,640,,HDD,16,2.5,SATA 3.0 Gb/s
94384,500,,HDD,16,2.5,SATA 3.0 Gb/s
94385,320,,HDD,16,2.5,SATA 3.0 Gb/s
94386,120,,HDD,8,2.5,SATA 3.0 Gb/s
94387,250,,HDD,8,2.5,SATA 3.0 Gb/s
94388,640,,HDD,8,2.5,SATA 3.0 Gb/s
94389,250,,HDD,8,2.5,SATA 3.0 Gb/s
94390,160,,HDD,8,2.5,SATA 3.0 Gb/s
94391,250,,SSD,128,3.5,SATA 3.0 Gb/s
94392,500,,SSD,128,3.5,SATA 3.0 Gb/s
94393,500,,SSD,128,3.5,SATA 3.0 Gb/s
94394,50,,SSD,,2.5,SATA 3.0 Gb/s
94395,200,,SSD,,2.5,SATA 3.0 Gb/s
94396,50,,SSD,,2.5,SATA 3.0 Gb/s
94397,200,,SSD,,2.5,SATA 3.0 Gb/s
94398,400,,SSD,,2.5,SATA 3.0 Gb/s
94399,60,,SSD,,2.5,SATA 3.0 Gb/s
94400,120,,SSD,,2.5,SATA 3.0 Gb/s
94401,50,,SSD,,2.5,SATA 3.0 Gb/s
94402,100,,SSD,,2.5,SATA 3.0 Gb/s
94403,200,,SSD,,2.5,SATA 3.0 Gb/s
94404,50,,SSD,,2.5,SATA 3.0 Gb/s
94405,200,,SSD,,2.5,SATA 3.0 Gb/s
94406,60,,SSD,,2.5,SATA 3.0 Gb/s
94407,120,,SSD,,2.5,SATA 3.0 Gb/s
94408,240,,SSD,,2.5,SATA 3.0 Gb/s
94409,100,,SSD,,2.5,SATA 3.0 Gb/s
94410,400,,SSD,,2.5,SATA 3.0 Gb/s
94411,240,,SSD,,2.5,SATA 3.0 Gb/s
94412,480,,SSD,,2.5,SATA 3.0 Gb/s
94413,30,,SSD,,2.5,SATA 3.0 Gb/s
94414,60,,SSD,,2.5,SATA 3.0 Gb/s
94415,120,,SSD,,2.5,SATA 3.0 Gb/s
94416,30,,SSD,,2.5,SATA 3.0 Gb/s
94417,60,,SSD,,2.5,SATA 3.0 Gb/s
94418,90,,SSD,,2.5,SATA 3.0 Gb/s
94419,250,,SSD,,2.5,SATA 3.0 Gb/s
94420,30,,SSD,,2.5,SATA 3.0 Gb/s
94421,60,,SSD,,2.5,SATA 3.0 Gb/s
94422,30,,SSD,,2.5,SATA 3.0 Gb/s
94423,60,,SSD,,2.5,SATA 3.0 Gb/s
94424,120,,SSD,,2.5,SATA 3.0 Gb/s
94425,64,,SSD,,2.5,SATA 3.0 Gb/s
94426,2000,,HDD,32,3.5,SATA 3.0 Gb/s
94427,1000,,HDD,32,3.5,SATA 3.0 Gb/s
94428,250,,HDD,8,3.5,PATA 100
94429,160,,HDD,8,3.5,PATA 100
94430,320,,HDD,8,3.5,PATA 100
94431,500,,HDD,8,3.5,PATA 100
94432,500,,HDD,8,3.5,PATA 100
94433,640,,HDD,8,2.5,SATA 3.0 Gb/s
94434,256,,SSD,,2.5,SATA 3.0 Gb/s
94435,180,,SSD,,2.5,SATA 3.0 Gb/s
94436,160,,5900,8,3.5,SATA 3.0 Gb/s
94437,1500,,HDD,64,3.5,SATA 3.0 Gb/s
94438,1500,,HDD,64,3.5,SATA 3.0 Gb/s
94439,320,,HDD,16,3.5,SATA 3.0 Gb/s
94440,500,,HDD,16,3.5,SATA 3.0 Gb/s
94441,600,,10000,32,3.5,SATA 6.0 Gb/s
94442,30,,SSD,,2.5,SATA 3.0 Gb/s
94443,128,,SSD,,2.5,SATA 3.0 Gb/s
94444,128,,SSD,,2.5,SATA 3.0 Gb/s
94445,128,,SSD,,2.5,SATA 3.0 Gb/s
94446,64,,SSD,,2.5,SATA 3.0 Gb/s
94447,256,,SSD,,2.5,SATA 3.0 Gb/s
94448,128,,SSD,,2.5,SATA 3.0 Gb/s
94449,64,,SSD,,2.5,SATA 3.0 Gb/s
94450,128,,SSD,,2.5,SATA 3.0 Gb/s
94451,64,,SSD,,2.5,SATA 3.0 Gb/s
94452,128,,SSD,,2.5,SATA 3.0 Gb/s
94453,256,,SSD,,2.5,SATA 3.0 Gb/s
94454,64,,SSD,,2.5,SATA 3.0 Gb/s
94455,64,,SSD,,2.5,SATA 3.0 Gb/s
94456,128,,SSD,,2.5,SATA 3.0 Gb/s
94457,64,,SSD,,2.5,SATA 3.0 Gb/s
94458,160,,SSD,,2.5,SATA 3.0 Gb/s
94459,64,,SSD,,2.5,SATA 6.0 Gb/s
94460,128,,SSD,,2.5,SATA 6.0 Gb/s
94461,256,,SSD,,2.5,SATA 6.0 Gb/s
94462,160,,SSD,,2.5,SATA 3.0 Gb/s
94463,80,,SSD,,2.5,SATA 3.0 Gb/s
94464,120,,SSD,,3.5,SATA 3.0 Gb/s
94465,180,,SSD,,3.5,SATA 3.0 Gb/s
94466,90,,SSD,,3.5,SATA 3.0 Gb/s
94467,160,,SSD,,2.5,SATA 3.0 Gb/s
94468,80,,SSD,,2.5,SATA 3.0 Gb/s
94469,90,,SSD,,2.5,SATA 3.0 Gb/s
94470,120,,SSD,,3.5,SATA 3.0 Gb/s
94471,64,,SSD,,2.5,SATA 3.0 Gb/s
94472,120,,SSD,,2.5,SATA 3.0 Gb/s
94473,180,,SSD,,2.5,SATA 3.0 Gb/s
94474,240,,SSD,,2.5,SATA 3.0 Gb/s
94475,60,,SSD,,2.5,SATA 3.0 Gb/s
94476,90,,SSD,,2.5,SATA 3.0 Gb/s
94477,64,,SSD,,2.5,SATA 3.0 Gb/s
94478,128,,SSD,,2.5,SATA 3.0 Gb/s
94479,60,,SSD,,2.5,SATA 3.0 Gb/s
94480,60,,SSD,,2.5,SATA 3.0 Gb/s
94481,240,,SSD,,2.5,SATA 3.0 Gb/s
94482,60,,SSD,,2.5,SATA 3.0 Gb/s
94483,120,,SSD,,2.5,SATA 3.0 Gb/s
94484,120,,SSD,,2.5,SATA 3.0 Gb/s
94485,240,,SSD,,2.5,SATA 3.0 Gb/s
94486,240,,SSD,,2.5,SATA 3.0 Gb/s
94487,60,,SSD,,2.5,SATA 3.0 Gb/s
94488,60,,SSD,,2.5,SATA 3.0 Gb/s
94489,40,,SSD,,2.5,SATA 3.0 Gb/s
94490,64,,SSD,,2.5,SATA 3.0 Gb/s
94491,500,,HDD,32,3.5,SATA 3.0 Gb/s
94492,250,,HDD,8,3.5,SATA 3.0 Gb/s
94493,320,,HDD,16,3.5,SATA 3.0 Gb/s
94494,160,,HDD,8,2.5,SATA 3.0 Gb/s
94495,500,,HDD,16,3.5,SATA 3.0 Gb/s
94496,160,,HDD,8,3.5,SATA 3.0 Gb/s
94497,160,,HDD,8,3.5,SATA 6.0 Gb/s
94498,64,,SSD,,2.5,SATA 3.0 Gb/s
94499,320,,SSD,,2.5,SATA 3.0 Gb/s
94500,360,,SSD,,3.5,SATA 3.0 Gb/s
94501,240,,SSD,,3.5,SATA 3.0 Gb/s
94502,32,,SSD,,2.5,SATA 3.0 Gb/s
94503,64,,SSD,,2.5,SATA 3.0 Gb/s
94504,64,,SSD,,2.5,SATA 3.0 Gb/s
94505,64,,SSD,,2.5,SATA 6.0 Gb/s
94506,96,,SSD,,2.5,SATA 3.0 Gb/s
94507,256,,SSD,,2.5,SATA 3.0 Gb/s
94508,96,,SSD,,2.5,SATA 3.0 Gb/s
94509,180,,SSD,,3.5,SATA 3.0 Gb/s
94510,500,,HDD,16,3.5,SATA 6.0 Gb/s
94511,320,,HDD,16,3.5,SATA 3.0 Gb/s
94512,3000,,HDD,64,3.5,SATA 6.0 Gb/s
94513,120,,SSD,,2.5,SATA 6.0 Gb/s
94514,120,,SSD,,2.5,SATA 3.0 Gb/s
94515,120,,SSD,,2.5,SATA 3.0 Gb/s
94516,80,,SSD,,2.5,SATA 3.0 Gb/s
94517,60,,SSD,,2.5,SATA 3.0 Gb/s
94518,256,,SSD,,2.5,SATA 3.0 Gb/s
94519,180,,SSD,,2.5,SATA 3.0 Gb/s
94520,500,,HDD,8,3.5,SATA 3.0 Gb/s
94521,60,,SSD,,2.5,SATA 3.0 Gb/s
94522,128,,SSD,,2.5,SATA 3.0 Gb/s
94523,64,,SSD,,2.5,SATA 3.0 Gb/s
94524,3000,,HDD,32,3.5,SATA 6.0 Gb/s
94525,3000,,HDD,64,3.5,SATA 3.0 Gb/s
94526,160,1.21,SSD,,2.5,SATA 3.0 Gb/s
94527,80,,SSD,,2.5,SATA 3.0 Gb/s
94528,115,,SSD,,2.5,SATA 3.0 Gb/s
94529,512,,SSD,,2.5,SATA 3.0 Gb/s
94530,480,,SSD,,2.5,SATA 6.0 Gb/s
94531,80,,SSD,,2.5,SATA 3.0 Gb/s
94532,180,,SSD,,2.5,SATA 3.0 Gb/s
94533,240,,SSD,,2.5,SATA 3.0 Gb/s
94534,120,,SSD,,2.5,SATA 3.0 Gb/s
94535,64,,SSD,,2.5,SATA 6.0 Gb/s
94536,80,,SSD,,2.5,SATA 3.0 Gb/s
94537,240,,SSD,,2.5,SATA 3.0 Gb/s
94538,128,,SSD,,2.5,SATA 6.0 Gb/s
94539,120,,SSD,,2.5,SATA 6.0 Gb/s
94540,64,,SSD,,2.5,SATA 3.0 Gb/s
94541,32,,SSD,,2.5,SATA 3.0 Gb/s
94542,32,,SSD,,2.5,SATA 3.0 Gb/s
94543,40,,SSD,,2.5,SATA 3.0 Gb/s
94544,1500,,HDD,32,3.5,SATA 3.0 Gb/s
94545,1500,,HDD,64,3.5,SATA 6.0 Gb/s
94546,750,,HDD,32,3.5,SATA 6.0 Gb/s
94547,3000,,HDD,32,3.5,SATA 3.0 Gb/s
94548,160,,HDD,8,2.5,SATA 3.0 Gb/s
94549,500,,HDD,16,2.5,SATA 3.0 Gb/s
94550,500,0.27,HDD,8,2.5,SATA 3.0 Gb/s
94551,160,0.747,HDD,32,2.5,SATA 3.0 Gb/s
94552,320,,HDD,16,2.5,SATA 3.0 Gb/s
94553,160,,HDD,8,2.5,SATA 3.0 Gb/s
94554,160,,HDD,16,2.5,SATA 3.0 Gb/s
94555,500,,HDD,16,2.5,SATA 3.0 Gb/s
94556,500,,HDD,32,2.5,SATA 3.0 Gb/s
94557,250,,HDD,16,2.5,SATA 3.0 Gb/s
94558,250,,HDD,8,2.5,SATA 3.0 Gb/s
94559,320,,HDD,8,2.5,SATA 3.0 Gb/s
94560,160,0.181,HDD,16,2.5,SATA 3.0 Gb/s
94561,320,,HDD,16,2.5,SATA 3.0 Gb/s
94562,512,,SSD,,2.5,SATA 6.0 Gb/s
94563,128,,SSD,,2.5,SATA 3.0 Gb/s
94564,240,,SSD,,2.5,SATA 6.0 Gb/s
94565,80,,SSD,,2.5,SATA 3.0 Gb/s
94566,60,,SSD,,2.5,SATA 6.0 Gb/s
94567,64,,SSD,,2.5,SATA 3.0 Gb/s
94568,500,0.3,HDD,32,2.5,SATA 3.0 Gb/s
94569,320,,HDD,8,2.5,SATA 3.0 Gb/s
94570,750,,HDD,8,2.5,SATA 3.0 Gb/s
94571,240,,SSD,,2.5,SATA 6.0 Gb/s
94572,160,1.281,SSD,,2.5,SATA 3.0 Gb/s
94573,300,,SSD,,2.5,SATA 3.0 Gb/s
94574,600,,SSD,,2.5,SATA 3.0 Gb/s
94575,60,,SSD,,2.5,SATA 3.0 Gb/s
94576,160,,HDD,16,2.5,SATA 3.0 Gb/s
94577,500,,HDD,8,2.5,SATA 3.0 Gb/s
94578,320,,HDD,8,2.5,PATA 44-Pin 100
94579,60,,SSD,,2.5,SATA 6.0 Gb/s
94580,240,,SSD,,2.5,SATA 6.0 Gb/s
94581,120,,SSD,,2.5,SATA 6.0 Gb/s
94582,60,,SSD,,2.5,SATA 3.0 Gb/s
94583,64,,SSD,,2.5,SATA 6.0 Gb/s
94584,128,,SSD,,2.5,SATA 6.0 Gb/s
94585,320,,HDD,8,2.5,SATA 3.0 Gb/s
94586,500,,HDD,16,2.5,SATA 3.0 Gb/s
94587,500,,HDD,16,2.5,SATA 3.0 Gb/s
94588,96,,SSD,,2.5,SATA 3.0 Gb/s
94589,60,,SSD,,2.5,SATA 6.0 Gb/s
94590,240,,SSD,,2.5,SATA 6.0 Gb/s
94591,120,,SSD,,2.5,SATA 6.0 Gb/s
94592,60,,SSD,,2.5,SATA 6.0 Gb/s
94593,120,,SSD,,2.5,SATA 6.0 Gb/s
94594,240,,SSD,,2.5,SATA 6.0 Gb/s
94595,64,,SSD,,2.5,SATA 3.0 Gb/s
94596,64,,SSD,,2.5,SATA 3.0 Gb/s
94597,160,,HDD,8,2.5,SATA 3.0 Gb/s
94598,128,,SSD,,2.5,SATA 3.0 Gb/s
94599,240,,SSD,,2.5,SATA 6.0 Gb/s
94600,240,,SSD,,2.5,SATA 3.0 Gb/s
94601,96,,SSD,,2.5,SATA 3.0 Gb/s
94602,96,,SSD,,2.5,SATA 3.0 Gb/s
94603,240,,SSD,,2.5,SATA 6.0 Gb/s
94604,250,,HDD,32,2.5,SATA 3.0 Gb/s
94605,120,,SSD,,2.5,SATA 3.0 Gb/s
94606,120,,SSD,,2.5,SATA 6.0 Gb/s
94607,60,,SSD,,2.5,SATA 6.0 Gb/s
94608,150,,10000,32,3.5,SATA 6.0 Gb/s
94609,320,,HDD,8,2.5,SATA 3.0 Gb/s
94610,750,,HDD,16,2.5,SATA 3.0 Gb/s
94611,60,,SSD,64,2.5,SATA 3.0 Gb/s
94612,240,,SSD,,2.5,SATA 6.0 Gb/s
94613,60,,SSD,,2.5,SATA 6.0 Gb/s
94614,256,,SSD,,2.5,SATA 6.0 Gb/s
94615,300,,SSD,,2.5,SATA 3.0 Gb/s
94616,180,,SSD,,2.5,SATA 6.0 Gb/s
94617,240,,SSD,128,3.5,SATA 3.0 Gb/s
94618,90,,SSD,,2.5,SATA 6.0 Gb/s
94619,120,,SSD,,2.5,SATA 6.0 Gb/s
94620,256,,SSD,,2.5,SATA 3.0 Gb/s
94621,2000,,HDD,32,3.5,SATA 3.0 Gb/s
94622,320,,HDD,8,2.5,SATA 3.0 Gb/s
94623,960,,SSD,,3.5,SATA 3.0 Gb/s
94624,90,,SSD,,2.5,SATA 6.0 Gb/s
94625,2500,,HDD,64,3.5,SATA 6.0 Gb/s
94626,150,,10000,32,2.5,SATA 3.0 Gb/s
94627,640,,HDD,8,2.5,SATA 3.0 Gb/s
94628,320,,HDD,8,2.5,SATA 3.0 Gb/s
94629,250,,HDD,16,2.5,SATA 3.0 Gb/s
94630,180,,SSD,,2.5,SATA 6.0 Gb/s
94631,128,,SSD,,2.5,SATA 6.0 Gb/s
94632,60,,SSD,,2.5,SATA 6.0 Gb/s
94633,480,,SSD,,2.5,SATA 6.0 Gb/s
94634,90,,SSD,,2.5,SATA 6.0 Gb/s
94635,480,,SSD,,2.5,SATA 6.0 Gb/s
94636,250,,HDD,8,2.5,SATA 3.0 Gb/s
94637,500,,HDD,16,2.5,SATA 3.0 Gb/s
94638,128,,SSD,,2.5,SATA 3.0 Gb/s
94639,90,,SSD,,2.5,SATA 6.0 Gb/s
94640,120,,SSD,,2.5,SATA 6.0 Gb/s
94641,60,,SSD,,2.5,SATA 6.0 Gb/s
94642,256,,SSD,512,2.5,SATA 6.0 Gb/s
94643,128,,SSD,256,2.5,SATA 6.0 Gb/s
94644,64,,SSD,,2.5,SATA 3.0 Gb/s
94645,80,,SSD,,2.5,SATA 3.0 Gb/s
94646,300,,SSD,,2.5,SATA 3.0 Gb/s
94647,128,,SSD,256,2.5,SATA 6.0 Gb/s
94648,256,,SSD,256,2.5,SATA 6.0 Gb/s
94649,750,,HDD,32,3.5,SATA 6.0 Gb/s
94650,64,,SSD,,2.5,SATA 6.0 Gb/s
94651,256,,SSD,,2.5,SATA 6.0 Gb/s
94652,64,,SSD,,2.5,SATA 6.0 Gb/s
94653,128,,SSD,,2.5,SATA 6.0 Gb/s
94654,64,,SSD,,2.5,SATA 6.0 Gb/s
94655,256,,SSD,,2.5,SATA 6.0 Gb/s
94656,240,,SSD,,2.5,SATA 6.0 Gb/s
94657,128,,SSD,,2.5,SATA 6.0 Gb/s
94658,640,,HDD,8,2.5,SATA 3.0 Gb/s
94659,500,0.15,HDD,8,2.5,SATA 3.0 Gb/s
94660,128,,SSD,256,2.5,SATA 6.0 Gb/s
94661,60,,SSD,,2.5,SATA 6.0 Gb/s
94662,90,,SSD,,2.5,SATA 6.0 Gb/s
94663,128,,SSD,,2.5,SATA 6.0 Gb/s
94664,256,,SSD,,2.5,SATA 6.0 Gb/s
94665,180,,SSD,,2.5,SATA 6.0 Gb/s
94666,120,,SSD,,2.5,SATA 6.0 Gb/s
94667,512,,SSD,,2.5,SATA 6.0 Gb/s
94668,512,,SSD,,2.5,SATA 6.0 Gb/s
94669,64,,SSD,,2.5,SATA 6.0 Gb/s
94670,128,,SSD,,2.5,SATA 6.0 Gb/s
94671,256,,SSD,,2.5,SATA 6.0 Gb/s
94672,64,,SSD,,2.5,SATA 6.0 Gb/s
94673,128,,SSD,,2.5,SATA 6.0 Gb/s
94674,128,,SSD,,2.5,SATA 6.0 Gb/s
94675,2000,,HDD,64,3.5,SATA 6.0 Gb/s
94676,4000,,HDD,32,3.5,SATA 6.0 Gb/s
94677,64,,SSD,,2.5,SATA 6.0 Gb/s
94678,512,,SSD,,2.5,SATA 6.0 Gb/s
94679,120,,SSD,,2.5,SATA 6.0 Gb/s
94680,240,,SSD,,2.5,SATA 6.0 Gb/s
94681,480,,SSD,,2.5,SATA 6.0 Gb/s
94682,256,,SSD,,2.5,SATA 6.0 Gb/s
94683,512,,SSD,512,2.5,SATA 6.0 Gb/s
94684,64,,SSD,128,2.5,SATA 6.0 Gb/s
94685,480,,SSD,,2.5,SATA 6.0 Gb/s
94686,500,,HDD,16,3.5,SATA 6.0 Gb/s
94687,60,,SSD,,2.5,SATA 6.0 Gb/s
94688,180,,SSD,,2.5,SATA 6.0 Gb/s
94689,240,,SSD,,2.5,SATA 6.0 Gb/s
94690,480,,SSD,,2.5,SATA 6.0 Gb/s
94691,64,,SSD,,2.5,SATA 3.0 Gb/s
94692,128,,SSD,,2.5,SATA 3.0 Gb/s
94693,64,,SSD,,2.5,SATA 3.0 Gb/s
94694,128,,SSD,,2.5,SATA 3.0 Gb/s
94695,256,,SSD,,2.5,SATA 3.0 Gb/s
94696,128,,SSD,,2.5,SATA 3.0 Gb/s
94697,64,,SSD,,2.5,SATA 3.0 Gb/s
94698,256,,SSD,,2.5,SATA 3.0 Gb/s
94699,480,,SSD,,2.5,SATA 6.0 Gb/s
94700,500,0.211,HDD,16,2.5,SATA 3.0 Gb/s
94701,240,,SSD,,2.5,SATA 6.0 Gb/s
94702,60,,SSD,,2.5,SATA 6.0 Gb/s
94703,120,,SSD,,2.5,SATA 6.0 Gb/s
94704,60,,SSD,,2.5,SATA 3.0 Gb/s
94705,64,,SSD,,2.5,SATA 6.0 Gb/s
94706,512,,SSD,512,2.5,SATA 6.0 Gb/s
94707,250,,HDD,8,2.5,SATA 3.0 Gb/s
94708,500,,HDD,32,3.5,SATA 6.0 Gb/s
94709,160,,HDD,8,2.5,SATA 3.0 Gb/s
94710,120,,SSD,,2.5,SATA 6.0 Gb/s
94711,256,,SSD,,2.5,SATA 3.0 Gb/s
94712,30,,SSD,,2.5,SATA 3.0 Gb/s
94713,45,,SSD,,2.5,SATA 3.0 Gb/s
94714,60,,SSD,,2.5,SATA 3.0 Gb/s
94715,90,,SSD,,2.5,SATA 6.0 Gb/s
94716,90,,SSD,,2.5,SATA 6.0 Gb/s
94717,4000,,HDD,64,3.5,SATA 6.0 Gb/s
94718,120,,SSD,,2.5,SATA 6.0 Gb/s
94719,120,,SSD,,2.5,SATA 6.0 Gb/s
94720,180,,SSD,,2.5,SATA 6.0 Gb/s
94721,750,,HDD,64,3.5,SATA 6.0 Gb/s
94722,4000,,HDD,32,3.5,SATA 6.0 Gb/s
94723,60,,SSD,,2.5,SATA 6.0 Gb/s
94724,120,,SSD,,2.5,SATA 6.0 Gb/s
94725,480,,SSD,,2.5,SATA 6.0 Gb/s
94726,240,,SSD,,2.5,SATA 6.0 Gb/s
94727,360,,SSD,,2.5,SATA 6.0 Gb/s
94728,240,,SSD,,2.5,SATA 6.0 Gb/s
94729,120,,SSD,,2.5,SATA 6.0 Gb/s
94730,480,,SSD,,2.5,SATA 6.0 Gb/s
94731,60,,SSD,,2.5,SATA 6.0 Gb/s
94732,90,,SSD,,2.5,SATA 6.0 Gb/s
94733,240,,SSD,,2.5,SATA 6.0 Gb/s
94734,60,,SSD,,2.5,SATA 6.0 Gb/s
94735,90,,SSD,,2.5,SATA 6.0 Gb/s
94736,750,,HDD,16,2.5,SATA 3.0 Gb/s
94737,320,,HDD,32,3.5,SATA 6.0 Gb/s
94738,320,,HDD,8,2.5,SATA 3.0 Gb/s
94739,250,,HDD,16,2.5,SATA 3.0 Gb/s
94740,512,,SSD,,2.5,SATA 6.0 Gb/s
94741,60,,SSD,,2.5,SATA 6.0 Gb/s
94742,180,0.877,SSD,,2.5,SATA 6.0 Gb/s
94743,120,,SSD,,2.5,SATA 3.0 Gb/s
94744,240,,SSD,64,2.5,SATA 3.0 Gb/s
94745,480,0.625,SSD,,2.5,SATA 6.0 Gb/s
94746,60,,SSD,64,2.5,SATA 3.0 Gb/s
94747,120,,SSD,64,2.5,SATA 3.0 Gb/s
94748,250,0.44,HDD,16,2.5,SATA 3.0 Gb/s
94749,250,,10000,64,3.5,SATA 6.0 Gb/s
94750,500,,HDD,16,3.5,SATA 6.0 Gb/s
94751,320,,HDD,8,3.5,PATA 100
94752,1000,,HDD,64,3.5,SATA 6.0 Gb/s
94753,2000,,HDD,64,3.5,SATA 6.0 Gb/s
94754,160,,HDD,16,2.5,SATA 3.0 Gb/s
94755,360,,SSD,,3.5,SATA 3.0 Gb/s
94756,120,,SSD,,2.5,SATA 6.0 Gb/s
94757,240,,SSD,,2.5,SATA 6.0 Gb/s
94758,60,,SSD,,2.5,SATA 3.0 Gb/s
94759,120,,SSD,,2.5,SATA 3.0 Gb/s
94760,480,,SSD,,2.5,SATA 6.0 Gb/s
94761,120,,SSD,,2.5,SATA 6.0 Gb/s
94762,64,,SSD,,2.5,SATA 6.0 Gb/s
94763,128,,SSD,,2.5,SATA 6.0 Gb/s
94764,480,,SSD,,2.5,SATA 6.0 Gb/s
94765,60,,SSD,,2.5,SATA 6.0 Gb/s
94766,240,,SSD,,2.5,SATA 3.0 Gb/s
94767,64,,SSD,,2.5,SATA 6.0 Gb/s
94768,1000,,SSD,,2.5,SATA 6.0 Gb/s
94769,512,,SSD,,2.5,SATA 6.0 Gb/s
94770,180,,SSD,,2.5,SATA 6.0 Gb/s
94771,360,,SSD,,2.5,SATA 6.0 Gb/s
94772,512,,SSD,,2.5,SATA 6.0 Gb/s
94773,64,,SSD,,2.5,SATA 6.0 Gb/s
94774,128,,SSD,,2.5,SATA 6.0 Gb/s
94775,256,,SSD,,2.5,SATA 6.0 Gb/s
94776,512,,SSD,,2.5,SATA 6.0 Gb/s
94777,480,,SSD,,2.5,SATA 6.0 Gb/s
94778,250,,HDD,16,2.5,SATA 3.0 Gb/s
94779,160,,HDD,16,2.5,SATA 3.0 Gb/s
94780,500,,HDD,64,2.5,SATA 6.0 Gb/s
94781,250,,HDD,16,3.5,SATA 6.0 Gb/s
94782,2500,,HDD,64,3.5,SATA 3.0 Gb/s
94783,40,,SSD,,2.5,SATA 3.0 Gb/s
94784,240,,SSD,,3.5,SATA 6.0 Gb/s
94785,100,,SSD,,2.5,SATA 6.0 Gb/s
94786,240,,SSD,,2.5,SATA 6.0 Gb/s
94787,480,,SSD,,2.5,SATA 6.0 Gb/s
94788,480,,SSD,,2.5,SATA 6.0 Gb/s
94789,60,,SSD,,2.5,SATA 6.0 Gb/s
94790,320,,HDD,16,2.5,SATA 3.0 Gb/s
94791,128,,SSD,,2.5,SATA 6.0 Gb/s
94792,120,,SSD,,2.5,SATA 6.0 Gb/s
94793,240,,SSD,,2.5,SATA 6.0 Gb/s
94794,64,,SSD,128,2.5,SATA 6.0 Gb/s
94795,64,,SSD,,2.5,SATA 3.0 Gb/s
94796,64,,SSD,,2.5,SATA 3.0 Gb/s
94797,128,,SSD,,2.5,SATA 3.0 Gb/s
94798,240,,SSD,,2.5,SATA 6.0 Gb/s
94799,60,,SSD,,2.5,SATA 6.0 Gb/s
94800,120,,SSD,,2.5,SATA 6.0 Gb/s
94801,90,,SSD,,2.5,SATA 6.0 Gb/s
94802,480,,SSD,,2.5,SATA 6.0 Gb/s
94803,120,1.333,SSD,,2.5,SATA 6.0 Gb/s
94804,256,,SSD,,2.5,SATA 3.0 Gb/s
94805,256,,SSD,,2.5,SATA 3.0 Gb/s
94806,64,,SSD,,2.5,SATA 3.0 Gb/s
94807,64,,SSD,,2.5,SATA 6.0 Gb/s
94808,90,,SSD,,2.5,SATA 6.0 Gb/s
94809,60,,SSD,,2.5,SATA 6.0 Gb/s
94810,480,,SSD,,2.5,SATA 6.0 Gb/s
94811,1200,,SSD,,PCIe,PCIe x8
